Latitude,Longitude,Test Elevation (ft),SPTN
47.6198789,-122.3259746,244.6,39.0
47.6209274,-122.3257307,262.1,88.0
47.62093465,-122.325443,266.2,84.0
47.61623565,-122.3250469,263.2,55.0
47.61623565,-122.3250469,260.7,7.0
47.61623565,-122.3250469,258.2,25.0
47.61623565,-122.3250469,255.7,21.0
47.61623565,-122.3250469,253.2,44.0
47.61623565,-122.3250469,248.2,66.0
47.61623565,-122.3250469,238.2,69.0
47.61586275,-122.3250463,263.2,10.0
47.61586275,-122.3250463,260.7,6.0
47.61586275,-122.3250463,258.2,37.0
47.61586275,-122.3250463,255.7,33.0
47.61586275,-122.3250463,253.2,25.0
47.61586275,-122.3250463,243.2,62.0
47.61586275,-122.3250463,238.2,64.0
47.61560969,-122.3252729,262.9,40.0
47.61560969,-122.3252729,257.9,58.0
47.61560969,-122.3252729,252.9,59.0
47.61560969,-122.3252729,247.9,95.0
47.61568443,-122.3250524,263.2,68.0
47.61568443,-122.3250524,258.2,33.0
47.61568443,-122.3250524,253.2,75.0
47.61609623,-122.3253706,257.5,3.0
47.61609623,-122.3253706,252.5,65.0
47.61609623,-122.3253706,247.5,44.0
47.61609623,-122.3253706,242.5,43.0
47.55507253,-122.2755486,224.2,16.0
47.55437093,-122.2755253,218.0,49.0
47.55437093,-122.2755253,213.0,63.0
47.56053762,-122.2839659,61.599999999999994,93.0
47.52333181,-122.2833832,229.6,6.0
47.52333181,-122.2833832,228.1,7.0
47.52333181,-122.2833832,226.6,3.0
47.52333181,-122.2833832,225.1,3.0
47.52333181,-122.2833832,223.6,4.0
47.52333181,-122.2833832,222.1,10.0
47.52333181,-122.2833832,220.6,20.0
47.52333181,-122.2833832,219.1,34.0
47.52333181,-122.2833832,215.1,34.0
47.52333181,-122.2833832,209.6,46.0
47.52333181,-122.2833832,204.6,42.0
47.52319235,-122.2833583,226.5,7.0
47.52319235,-122.2833583,224.0,3.0
47.52319235,-122.2833583,221.5,7.0
47.52319235,-122.2833583,219.0,30.0
47.52319235,-122.2833583,216.5,47.0
47.52345963,-122.2834523,232.1,5.0
47.52345963,-122.2834523,229.6,17.0
47.52345963,-122.2834523,227.1,23.0
47.52345963,-122.2834523,224.6,28.0
47.52345963,-122.2834523,222.1,35.0
47.52345925,-122.2832984,211.5,5.0
47.52345925,-122.2832984,209.0,5.0
47.52345925,-122.2832984,206.5,34.0
47.52345925,-122.2832984,204.0,4.0
47.52345925,-122.2832984,201.5,9.0
47.52345925,-122.2832984,199.0,49.0
47.62435106,-122.2827186,18.2,0.0
47.62435106,-122.2827186,15.2,1.0
47.62435106,-122.2827186,13.2,11.0
47.62435106,-122.2827186,8.2,17.0
47.62435106,-122.2827186,5.699999999999999,31.0
47.60864366,-122.2842614,96.05,70.0
47.60864366,-122.2842614,95.3,61.0
47.60864366,-122.2842614,94.8,70.0
47.60862535,-122.284204,90.0,81.0
47.51080889,-122.2821275,16.2,7.0
47.51080889,-122.2821275,11.2,7.0
47.51080889,-122.2821275,6.199999999999999,33.0
47.51080889,-122.2821275,1.1999999999999993,26.0
47.51080889,-122.2821275,-3.8000000000000007,23.0
47.51080889,-122.2821275,-8.8,30.0
47.51080889,-122.2821275,-13.8,18.0
47.51080889,-122.2821275,-18.8,12.0
47.51099936,-122.2827612,15.0,11.0
47.51099936,-122.2827612,10.0,5.0
47.51099936,-122.2827612,5.0,22.0
47.51099936,-122.2827612,0.0,27.0
47.51099936,-122.2827612,-5.0,28.0
47.51099936,-122.2827612,-10.0,22.0
47.51099936,-122.2827612,-15.0,13.0
47.51122312,-122.2822951,13.9,10.0
47.51122312,-122.2822951,8.899999999999999,7.0
47.51122312,-122.2822951,3.8999999999999986,20.0
47.51122312,-122.2822951,-1.1000000000000014,30.0
47.51122312,-122.2822951,-6.100000000000001,25.0
47.51122312,-122.2822951,-11.1,28.0
47.51122312,-122.2822951,-16.1,24.0
47.5368151,-122.2795738,131.3,60.0
47.5368151,-122.2795738,126.3,95.0
47.53641818,-122.2798885,131.9,9.0
47.53641818,-122.2798885,126.9,44.0
47.61548171,-122.2819517,115.0,51.0
47.61548171,-122.2819517,112.5,76.0
47.61552105,-122.2817097,106.0,19.0
47.61552105,-122.2817097,104.5,18.0
47.61552105,-122.2817097,103.0,26.0
47.61552105,-122.2817097,101.5,44.0
47.61555256,-122.2816215,102.7,2.0
47.61555256,-122.2816215,97.7,60.0
47.61564854,-122.2816207,104.1,6.0
47.61564854,-122.2816207,102.1,28.0
47.61564854,-122.2816207,100.6,65.0
47.61564762,-122.2818599,115.4,17.0
47.61564762,-122.2818599,113.9,10.0
47.61564762,-122.2818599,112.4,18.0
47.61564762,-122.2818599,110.4,35.0
47.25198314,-122.4346741,13.1,22.0
47.25198314,-122.4346741,10.1,11.0
47.25198314,-122.4346741,7.1,29.0
47.25198314,-122.4346741,5.1,22.0
47.25198314,-122.4346741,3.0999999999999996,7.0
47.25198314,-122.4346741,1.0999999999999996,21.0
47.25198314,-122.4346741,-1.9000000000000004,10.0
47.25198314,-122.4346741,-4.9,19.0
47.25198314,-122.4346741,-7.9,34.0
47.25198314,-122.4346741,-11.9,75.0
47.25198314,-122.4346741,-16.9,24.0
47.25198314,-122.4346741,-21.9,37.0
47.25198314,-122.4346741,-26.9,24.0
47.25198314,-122.4346741,-30.9,66.0
47.25198314,-122.4346741,-35.9,45.0
47.25198314,-122.4346741,-40.9,93.0
47.24639469,-122.4334856,17.1,15.0
47.24639469,-122.4334856,14.6,8.0
47.24639469,-122.4334856,12.1,24.0
47.24639469,-122.4334856,9.6,8.0
47.24639469,-122.4334856,7.100000000000001,7.0
47.24639469,-122.4334856,4.600000000000001,50.0
47.24639469,-122.4334856,2.1000000000000014,3.0
47.24639469,-122.4334856,-0.3999999999999986,8.0
47.24639469,-122.4334856,-2.8999999999999986,29.0
47.24639469,-122.4334856,-7.899999999999999,9.0
47.24639469,-122.4334856,-12.9,18.0
47.24639469,-122.4334856,-17.9,11.0
47.24639469,-122.4334856,-22.9,42.0
47.24639469,-122.4334856,-27.9,48.0
47.24639469,-122.4334856,-32.9,36.0
47.24639469,-122.4334856,-37.9,50.0
47.24639469,-122.4334856,-42.9,50.0
47.24639469,-122.4334856,-52.9,50.0
47.24246537,-122.4325573,-14.700000760000002,15.0
47.26156715,-122.4317702,6.699999999999999,8.0
47.26156715,-122.4317702,4.699999999999999,0.0
47.26156715,-122.4317702,2.1999999999999993,1.0
47.26156715,-122.4317702,-0.3000000000000007,0.0
47.26156715,-122.4317702,-2.8000000000000007,1.0
47.26156715,-122.4317702,-7.800000000000001,0.0
47.26156715,-122.4317702,-14.8,0.0
47.26156715,-122.4317702,-18.3,10.0
47.26156715,-122.4317702,-22.8,1.0
47.26156715,-122.4317702,-27.8,10.0
47.26156715,-122.4317702,-32.8,10.0
47.26156715,-122.4317702,-37.8,10.0
47.26156715,-122.4317702,-42.8,7.0
47.26156715,-122.4317702,-47.8,10.0
47.2621151,-122.4317408,4.7,5.0
47.2621151,-122.4317408,2.7,0.0
47.2621151,-122.4317408,0.2000000000000001,1.0
47.2621151,-122.4317408,-2.3,1.0
47.2621151,-122.4317408,-4.8,3.0
47.2621151,-122.4317408,-9.8,1.0
47.2621151,-122.4317408,-14.8,3.0
47.2621151,-122.4317408,-19.8,2.0
47.2621151,-122.4317408,-24.8,5.0
47.2621151,-122.4317408,-29.8,0.0
47.2621151,-122.4317408,-34.8,1.0
47.2621151,-122.4317408,-39.8,8.0
47.2621151,-122.4317408,-44.8,7.0
47.2621151,-122.4317408,-49.8,25.0
47.24241146,-122.4308108,9.9,8.0
47.24241146,-122.4308108,4.9,6.0
47.24241146,-122.4308108,2.4000000000000004,1.0
47.24241146,-122.4308108,-0.0999999999999996,1.0
47.24241146,-122.4308108,-5.1,5.0
47.24241146,-122.4308108,-7.6,5.0
47.24241146,-122.4308108,-10.1,36.0
47.24241146,-122.4308108,-15.1,43.0
47.24241146,-122.4308108,-20.1,5.0
47.24241146,-122.4308108,-25.1,10.0
47.24241146,-122.4308108,-30.1,69.0
47.25982249,-122.4311271,9.4,3.0
47.25982249,-122.4311271,6.9,1.0
47.25982249,-122.4311271,4.4,1.0
47.25982249,-122.4311271,1.9000000000000004,2.0
47.25982249,-122.4311271,-0.5999999999999996,0.0
47.25982249,-122.4311271,-5.6,5.0
47.25982249,-122.4311271,-10.6,5.0
47.25982249,-122.4311271,-15.6,10.0
47.25982249,-122.4311271,-20.6,2.0
47.25982249,-122.4311271,-25.6,6.0
47.25982249,-122.4311271,-30.6,0.0
47.25982249,-122.4311271,-35.6,1.0
47.25982249,-122.4311271,-40.6,0.0
47.25982249,-122.4311271,-45.6,20.0
47.26099833,-122.4309941,8.0,1.0
47.26099833,-122.4309941,5.5,0.0
47.26099833,-122.4309941,3.0,0.0
47.26099833,-122.4309941,0.5,12.0
47.26099833,-122.4309941,-2.0,0.0
47.26099833,-122.4309941,-7.0,0.0
47.26099833,-122.4309941,-12.0,4.0
47.26099833,-122.4309941,-17.0,5.0
47.26099833,-122.4309941,-22.0,5.0
47.26099833,-122.4309941,-27.0,0.0
47.26099833,-122.4309941,-32.0,0.0
47.26099833,-122.4309941,-37.0,0.0
47.26099833,-122.4309941,-42.0,2.0
47.26099833,-122.4309941,-47.0,0.0
47.26666721,-122.4224884,11.3,22.0
47.26666721,-122.4224884,8.8,16.0
47.26666721,-122.4224884,6.300000000000001,9.0
47.26666721,-122.4224884,3.8000000000000007,22.0
47.26666721,-122.4224884,1.3000000000000007,3.0
47.26666721,-122.4224884,-1.1999999999999993,11.0
47.26666721,-122.4224884,-3.6999999999999993,12.0
47.26666721,-122.4224884,-6.199999999999999,16.0
47.26666721,-122.4224884,-8.7,2.0
47.26666721,-122.4224884,-11.2,3.0
47.26666721,-122.4224884,-13.7,0.0
47.26666721,-122.4224884,-16.2,23.0
47.26666721,-122.4224884,-18.7,44.0
47.26666721,-122.4224884,-21.2,16.0
47.26666721,-122.4224884,-23.7,9.0
47.26666721,-122.4224884,-26.2,14.0
47.26666721,-122.4224884,-28.7,31.0
47.26666721,-122.4224884,-31.2,37.0
47.26666721,-122.4224884,-33.7,26.0
47.27277903,-122.420025,13.6,50.0
47.27277903,-122.420025,11.1,17.0
47.27277903,-122.420025,6.1,4.0
47.27277903,-122.420025,1.0999999999999996,5.0
47.27277903,-122.420025,-3.9,6.0
47.27277903,-122.420025,-11.4,1.0
47.27277903,-122.420025,-16.4,3.0
47.27277903,-122.420025,-21.4,3.0
47.27277903,-122.420025,-26.4,6.0
47.27277903,-122.420025,-31.4,12.0
47.27277903,-122.420025,-36.4,15.0
47.27277903,-122.420025,-41.4,10.0
47.27277903,-122.420025,-46.4,23.0
47.27277903,-122.420025,-51.4,5.0
47.27277903,-122.420025,-56.4,22.0
47.27277903,-122.420025,-61.4,14.0
47.27277903,-122.420025,-66.4,9.0
47.27277903,-122.420025,-71.4,10.0
47.27277903,-122.420025,-76.4,13.0
47.27277903,-122.420025,-81.4,45.0
47.27277903,-122.420025,-86.4,13.0
47.27277903,-122.420025,-91.4,20.0
47.27277903,-122.420025,-96.4,50.0
47.27277903,-122.420025,-101.4,52.0
47.27277903,-122.420025,-106.4,39.0
47.27277903,-122.420025,-111.4,30.0
47.27277903,-122.420025,-116.4,70.0
47.27277903,-122.420025,-121.4,28.0
47.27277903,-122.420025,-151.4,70.0
47.27277903,-122.420025,-156.4,19.0
47.27277903,-122.420025,-161.4,33.0
47.27277903,-122.420025,-166.4,100.0
47.27277903,-122.420025,-171.4,50.0
47.26356272,-122.4194957,11.4,25.0
47.26356272,-122.4194957,11.4,25.0
47.26356272,-122.4194957,8.9,8.0
47.26356272,-122.4194957,8.9,8.0
47.26356272,-122.4194957,6.4,10.0
47.26356272,-122.4194957,6.4,10.0
47.26356272,-122.4194957,3.9,3.0
47.26356272,-122.4194957,3.9,3.0
47.26356272,-122.4194957,1.4000000000000004,1.0
47.26356272,-122.4194957,1.4000000000000004,1.0
47.26356272,-122.4194957,-1.0999999999999996,16.0
47.26356272,-122.4194957,-1.0999999999999996,16.0
47.26356272,-122.4194957,-3.5999999999999996,11.0
47.26356272,-122.4194957,-3.5999999999999996,11.0
47.26356272,-122.4194957,-6.1,13.0
47.26356272,-122.4194957,-6.1,13.0
47.26356272,-122.4194957,-8.6,11.0
47.26356272,-122.4194957,-8.6,11.0
47.26356272,-122.4194957,-11.1,39.0
47.26356272,-122.4194957,-11.1,39.0
47.26356272,-122.4194957,-13.6,35.0
47.26356272,-122.4194957,-13.6,35.0
47.26356272,-122.4194957,-16.1,3.0
47.26356272,-122.4194957,-16.1,3.0
47.26356272,-122.4194957,-18.6,8.0
47.26356272,-122.4194957,-18.6,8.0
47.26356272,-122.4194957,-21.1,36.0
47.26356272,-122.4194957,-21.1,36.0
47.26356272,-122.4194957,-23.6,29.0
47.26356272,-122.4194957,-23.6,29.0
47.26356272,-122.4194957,-26.1,39.0
47.26356272,-122.4194957,-26.1,39.0
47.26356272,-122.4194957,-28.6,28.0
47.26356272,-122.4194957,-28.6,28.0
47.26356272,-122.4194957,-31.1,50.0
47.26356272,-122.4194957,-31.1,50.0
47.26356272,-122.4194957,-33.6,17.0
47.26356272,-122.4194957,-33.6,17.0
47.26356272,-122.4194957,-36.1,28.0
47.26356272,-122.4194957,-36.1,28.0
47.26356272,-122.4194957,-38.6,15.0
47.26356272,-122.4194957,-38.6,15.0
47.26356272,-122.4194957,-41.1,49.0
47.26356272,-122.4194957,-41.1,49.0
47.26356272,-122.4194957,-43.6,39.0
47.26356272,-122.4194957,-43.6,39.0
47.26356272,-122.4194957,-46.1,45.0
47.26356272,-122.4194957,-46.1,45.0
47.26356272,-122.4194957,-48.6,76.0
47.26356272,-122.4194957,-48.6,76.0
47.26356272,-122.4194957,-51.1,42.0
47.26356272,-122.4194957,-51.1,42.0
47.26356272,-122.4194957,-53.6,65.0
47.26356272,-122.4194957,-53.6,65.0
47.26356272,-122.4194957,-56.1,61.0
47.26356272,-122.4194957,-56.1,61.0
47.26356272,-122.4194957,-58.6,62.0
47.26356272,-122.4194957,-58.6,62.0
47.26356272,-122.4194957,-61.1,31.0
47.26356272,-122.4194957,-61.1,31.0
47.2686561,-122.4191779,11.8,12.0
47.2686561,-122.4191779,6.800000000000001,7.0
47.2686561,-122.4191779,1.8000000000000007,4.0
47.2686561,-122.4191779,-3.1999999999999993,7.0
47.2686561,-122.4191779,-5.699999999999999,10.0
47.2686561,-122.4191779,-8.2,10.0
47.2686561,-122.4191779,-10.7,46.0
47.2686561,-122.4191779,-13.2,38.0
47.2686561,-122.4191779,-18.2,26.0
47.2686561,-122.4191779,-23.2,37.0
47.2686561,-122.4191779,-28.2,23.0
47.2686561,-122.4191779,-33.2,42.0
47.2686561,-122.4191779,-38.2,18.0
47.2686561,-122.4191779,-43.2,32.0
47.2686561,-122.4191779,-48.2,22.0
47.2686561,-122.4191779,-53.2,22.0
47.2686561,-122.4191779,-58.2,30.0
47.2686561,-122.4191779,-65.2,18.0
47.2686561,-122.4191779,-69.2,32.0
47.2686561,-122.4191779,-73.2,32.0
47.2686561,-122.4191779,-79.2,50.0
47.2686561,-122.4191779,-83.2,40.0
47.2686561,-122.4191779,-88.2,30.0
47.2686561,-122.4191779,-93.7,38.0
47.2686561,-122.4191779,-98.2,50.0
47.2686561,-122.4191779,-103.2,50.0
47.26906371,-122.4191272,12.6,29.0
47.26906371,-122.4191272,10.6,3.0
47.26906371,-122.4191272,6.6,5.0
47.26906371,-122.4191272,0.5999999999999996,7.0
47.26906371,-122.4191272,-3.4000000000000004,8.0
47.26906371,-122.4191272,-7.9,10.0
47.26906371,-122.4191272,-12.4,15.0
47.26906371,-122.4191272,-17.4,10.0
47.26906371,-122.4191272,-21.9,7.0
47.26906371,-122.4191272,-26.4,8.0
47.26906371,-122.4191272,-31.4,7.0
47.26906371,-122.4191272,-36.4,9.0
47.26906371,-122.4191272,-40.9,9.0
47.26906371,-122.4191272,-45.4,24.0
47.26906371,-122.4191272,-50.9,15.0
47.26906371,-122.4191272,-57.4,28.0
47.26906371,-122.4191272,-65.4,17.0
47.26808244,-122.4185801,10.9,28.0
47.26808244,-122.4185801,5.9,22.0
47.26808244,-122.4185801,0.9000000000000004,25.0
47.26808244,-122.4185801,-4.1,23.0
47.26808244,-122.4185801,-9.1,9.0
47.26808244,-122.4185801,-14.1,32.0
47.26808244,-122.4185801,-16.6,40.0
47.26808244,-122.4185801,-19.1,37.0
47.26808244,-122.4185801,-21.6,19.0
47.26808244,-122.4185801,-24.1,30.0
47.26808244,-122.4185801,-29.1,25.0
47.26808244,-122.4185801,-34.1,35.0
47.26808244,-122.4185801,-39.1,50.0
47.26808244,-122.4185801,-44.1,42.0
47.26808244,-122.4185801,-51.1,34.0
47.26808244,-122.4185801,-56.1,42.0
47.26808244,-122.4185801,-59.1,35.0
47.26808244,-122.4185801,-65.1,80.0
47.26858744,-122.4185044,11.8,7.0
47.26858744,-122.4185044,6.800000000000001,3.0
47.26858744,-122.4185044,1.8000000000000007,38.0
47.26858744,-122.4185044,-5.199999999999999,14.0
47.26858744,-122.4185044,-11.2,12.0
47.26858744,-122.4185044,-16.2,10.0
47.26858744,-122.4185044,-22.7,21.0
47.26858744,-122.4185044,-27.7,12.0
47.26858744,-122.4185044,-33.2,18.0
47.26858744,-122.4185044,-37.7,33.0
47.26858744,-122.4185044,-42.2,27.0
47.26858744,-122.4185044,-47.2,10.0
47.26858744,-122.4185044,-51.2,13.0
47.26858744,-122.4185044,-55.7,18.0
47.26858744,-122.4185044,-62.7,30.0
47.26858744,-122.4185044,-67.7,27.0
47.26858744,-122.4185044,-74.2,54.0
47.26779477,-122.4182146,12.0,28.0
47.26779477,-122.4182146,7.0,19.0
47.26779477,-122.4182146,2.0,17.0
47.26779477,-122.4182146,-3.0,6.0
47.26779477,-122.4182146,-8.0,9.0
47.26779477,-122.4182146,-13.0,39.0
47.26779477,-122.4182146,-15.5,23.0
47.26779477,-122.4182146,-18.0,43.0
47.26779477,-122.4182146,-23.0,30.0
47.26779477,-122.4182146,-28.0,20.0
47.26779477,-122.4182146,-33.0,38.0
47.26779477,-122.4182146,-38.0,70.0
47.26779477,-122.4182146,-43.0,15.0
47.26779477,-122.4182146,-48.0,19.0
47.26779477,-122.4182146,-53.0,31.0
47.26779477,-122.4182146,-58.0,21.0
47.26779477,-122.4182146,-63.0,20.0
47.26779477,-122.4182146,-68.0,25.0
47.26779477,-122.4182146,-73.0,22.0
47.26787581,-122.4180619,11.9,7.0
47.26787581,-122.4180619,6.9,27.0
47.26787581,-122.4180619,4.4,21.0
47.26787581,-122.4180619,1.4000000000000004,13.0
47.26787581,-122.4180619,-1.5999999999999996,22.0
47.26787581,-122.4180619,-4.6,33.0
47.26787581,-122.4180619,-7.6,10.0
47.26787581,-122.4180619,-13.1,26.0
47.26787581,-122.4180619,-20.1,10.0
47.26787581,-122.4180619,-25.1,14.0
47.26787581,-122.4180619,-30.1,14.0
47.26787581,-122.4180619,-35.1,14.0
47.26787581,-122.4180619,-40.1,17.0
47.26787581,-122.4180619,-45.1,22.0
47.26752219,-122.4178347,11.5,35.0
47.26752219,-122.4178347,6.5,15.0
47.26752219,-122.4178347,1.5,10.0
47.26752219,-122.4178347,-3.5,10.0
47.26752219,-122.4178347,-8.5,10.0
47.26752219,-122.4178347,-13.5,15.0
47.26752219,-122.4178347,-16.0,30.0
47.26752219,-122.4178347,-18.5,20.0
47.26752219,-122.4178347,-21.0,60.0
47.26752219,-122.4178347,-23.5,33.0
47.26752219,-122.4178347,-28.5,28.0
47.26752219,-122.4178347,-33.5,38.0
47.26752219,-122.4178347,-38.5,40.0
47.26752219,-122.4178347,-43.5,34.0
47.26752219,-122.4178347,-48.5,47.0
47.26752219,-122.4178347,-53.5,37.0
47.26752219,-122.4178347,-58.5,57.0
47.26752219,-122.4178347,-63.5,15.0
47.26674581,-122.4175941,11.6,24.0
47.26674581,-122.4175941,8.6,30.0
47.26674581,-122.4175941,6.1,10.0
47.26674581,-122.4175941,3.5999999999999996,9.0
47.26674581,-122.4175941,1.0999999999999996,11.0
47.26674581,-122.4175941,-1.4000000000000004,4.0
47.26674581,-122.4175941,-3.9,2.0
47.26674581,-122.4175941,-6.4,6.0
47.26674581,-122.4175941,-8.9,2.0
47.26674581,-122.4175941,-16.4,6.0
47.26674581,-122.4175941,-18.9,11.0
47.26674581,-122.4175941,-21.4,3.0
47.26674581,-122.4175941,-23.9,7.0
47.26674581,-122.4175941,-26.4,13.0
47.26674581,-122.4175941,-28.9,21.0
47.26674581,-122.4175941,-31.4,50.0
47.26123043,-122.4170993,13.1,30.0
47.26123043,-122.4170993,10.6,21.0
47.26123043,-122.4170993,8.1,15.0
47.26123043,-122.4170993,5.6,6.0
47.26123043,-122.4170993,3.0999999999999996,6.0
47.26123043,-122.4170993,0.5999999999999996,3.0
47.26123043,-122.4170993,-1.9000000000000004,9.0
47.26123043,-122.4170993,-4.4,8.0
47.26123043,-122.4170993,-6.9,14.0
47.26123043,-122.4170993,-9.4,22.0
47.26123043,-122.4170993,-11.9,39.0
47.26123043,-122.4170993,-14.4,7.0
47.26123043,-122.4170993,-16.9,2.0
47.26123043,-122.4170993,-19.4,8.0
47.26123043,-122.4170993,-24.4,41.0
47.26123043,-122.4170993,-26.9,56.0
47.26697446,-122.4170606,10.7,20.0
47.26697446,-122.4170606,5.699999999999999,8.0
47.26697446,-122.4170606,0.6999999999999993,9.0
47.26697446,-122.4170606,-4.300000000000001,7.0
47.26697446,-122.4170606,-6.800000000000001,4.0
47.26697446,-122.4170606,-9.3,7.0
47.26697446,-122.4170606,-11.8,6.0
47.26697446,-122.4170606,-14.3,7.0
47.26697446,-122.4170606,-19.3,100.0
47.26697446,-122.4170606,-24.3,40.0
47.26697446,-122.4170606,-26.8,6.0
47.26697446,-122.4170606,-29.3,28.0
47.26697446,-122.4170606,-33.3,60.0
47.26697446,-122.4170606,-36.8,25.0
47.26697446,-122.4170606,-39.3,80.0
47.26697446,-122.4170606,-54.3,50.0
47.26697446,-122.4170606,-59.3,30.0
47.26697446,-122.4170606,-64.3,30.0
47.26405954,-122.4164667,12.0,19.0
47.26405954,-122.4164667,9.5,14.0
47.26405954,-122.4164667,7.0,19.0
47.26405954,-122.4164667,4.5,14.0
47.26405954,-122.4164667,2.0,13.0
47.26405954,-122.4164667,-0.5,9.0
47.26405954,-122.4164667,-3.0,15.0
47.26405954,-122.4164667,-5.5,6.0
47.26405954,-122.4164667,-8.0,30.0
47.26405954,-122.4164667,-13.0,33.0
47.26405954,-122.4164667,-15.5,46.0
47.26405954,-122.4164667,-18.0,33.0
47.26405954,-122.4164667,-20.5,31.0
47.26405954,-122.4164667,-23.0,65.0
47.26405954,-122.4164667,-25.5,69.0
47.26405954,-122.4164667,-28.0,90.0
47.26405954,-122.4164667,-30.5,46.0
47.26405954,-122.4164667,-33.0,35.0
47.26405954,-122.4164667,-35.5,47.0
47.26405954,-122.4164667,-38.0,51.0
47.26405954,-122.4164667,-40.5,50.0
47.26405954,-122.4164667,-43.0,55.0
47.26405954,-122.4164667,-45.5,75.0
47.26405954,-122.4164667,-48.0,102.0
47.26405954,-122.4164667,-50.5,85.0
47.26405954,-122.4164667,-53.0,92.0
47.26405954,-122.4164667,-55.5,80.0
47.2641059,-122.4163977,11.9,37.0
47.2641059,-122.4163977,9.4,16.0
47.2641059,-122.4163977,6.9,20.0
47.2641059,-122.4163977,4.4,13.0
47.2641059,-122.4163977,1.9000000000000004,18.0
47.2641059,-122.4163977,-0.5999999999999996,3.0
47.2641059,-122.4163977,-3.0999999999999996,28.0
47.2641059,-122.4163977,-5.6,21.0
47.2641059,-122.4163977,-8.1,42.0
47.2641059,-122.4163977,-10.6,49.0
47.2641059,-122.4163977,-13.1,35.0
47.2641059,-122.4163977,-15.6,21.0
47.2641059,-122.4163977,-18.1,57.0
47.2641059,-122.4163977,-20.6,38.0
47.2641059,-122.4163977,-23.1,67.0
47.2641059,-122.4163977,-25.6,74.0
47.2641059,-122.4163977,-28.1,82.0
47.2641059,-122.4163977,-30.6,68.0
47.26685539,-122.4164682,12.0,6.0
47.26685539,-122.4164682,9.0,6.0
47.26685539,-122.4164682,4.0,2.0
47.26685539,-122.4164682,2.0,24.0
47.26685539,-122.4164682,-3.0,22.0
47.26685539,-122.4164682,-8.0,9.0
47.26685539,-122.4164682,-12.5,44.0
47.26685539,-122.4164682,-17.5,40.0
47.26685539,-122.4164682,-25.5,27.0
47.26685539,-122.4164682,-30.0,42.0
47.26685539,-122.4164682,-35.0,37.0
47.26685539,-122.4164682,-40.5,47.0
47.26685539,-122.4164682,-45.0,50.0
47.26685539,-122.4164682,-49.0,55.0
47.26685539,-122.4164682,-54.0,67.0
47.26646844,-122.4162461,11.9,32.0
47.26646844,-122.4162461,6.9,12.0
47.26646844,-122.4162461,1.9000000000000004,5.0
47.26646844,-122.4162461,-3.0999999999999996,6.0
47.26646844,-122.4162461,-8.1,6.0
47.26646844,-122.4162461,-13.1,8.0
47.26646844,-122.4162461,-15.6,11.0
47.26646844,-122.4162461,-18.1,17.0
47.26646844,-122.4162461,-23.1,22.0
47.26646844,-122.4162461,-28.1,40.0
47.26646844,-122.4162461,-33.1,50.0
47.26646844,-122.4162461,-43.1,80.0
47.26646844,-122.4162461,-58.1,70.0
47.26599896,-122.4153878,12.2,40.0
47.26599896,-122.4153878,7.199999999999999,9.0
47.26599896,-122.4153878,2.1999999999999993,6.0
47.26599896,-122.4153878,-2.8000000000000007,8.0
47.26599896,-122.4153878,-7.800000000000001,8.0
47.26599896,-122.4153878,-12.8,9.0
47.26599896,-122.4153878,-17.8,9.0
47.26599896,-122.4153878,-22.8,6.0
47.26599896,-122.4153878,-25.3,30.0
47.26599896,-122.4153878,-32.8,40.0
47.26599896,-122.4153878,-37.8,44.0
47.26599896,-122.4153878,-42.8,51.0
47.26599896,-122.4153878,-46.8,28.0
47.26599896,-122.4153878,-52.8,47.0
47.26599896,-122.4153878,-62.8,40.0
47.26281604,-122.4147307,12.5,19.0
47.26281604,-122.4147307,10.0,13.0
47.26281604,-122.4147307,7.5,15.0
47.26281604,-122.4147307,5.0,10.0
47.26281604,-122.4147307,2.5,5.0
47.26281604,-122.4147307,0.0,10.0
47.26281604,-122.4147307,-2.5,7.0
47.26281604,-122.4147307,-5.0,6.0
47.26281604,-122.4147307,-7.5,14.0
47.26281604,-122.4147307,-10.0,38.0
47.26281604,-122.4147307,-12.5,42.0
47.26281604,-122.4147307,-15.0,17.0
47.26281604,-122.4147307,-17.5,61.0
47.26281604,-122.4147307,-20.0,67.0
47.26281604,-122.4147307,-22.5,85.0
47.26281604,-122.4147307,-27.5,42.0
47.26014163,-122.4143413,7.699999999999999,81.0
47.26014163,-122.4143413,5.199999999999999,20.0
47.26014163,-122.4143413,2.6999999999999993,10.0
47.26014163,-122.4143413,0.1999999999999993,12.0
47.26014163,-122.4143413,-2.3000000000000007,10.0
47.26014163,-122.4143413,-4.800000000000001,13.0
47.26014163,-122.4143413,-7.300000000000001,11.0
47.26014163,-122.4143413,-9.8,13.0
47.26014163,-122.4143413,-12.3,29.0
47.26014163,-122.4143413,-14.8,0.0
47.26014163,-122.4143413,-17.3,3.0
47.26014163,-122.4143413,-19.8,8.0
47.26014163,-122.4143413,-22.3,46.0
47.26014163,-122.4143413,-24.8,48.0
47.26014163,-122.4143413,-27.3,14.0
47.26014163,-122.4143413,-29.8,18.0
47.26014163,-122.4143413,-32.3,38.0
47.26014163,-122.4143413,-34.8,61.0
47.26014163,-122.4143413,-37.3,86.0
47.26014163,-122.4143413,-39.8,37.0
47.26014163,-122.4143413,-42.3,48.0
47.26014163,-122.4143413,-44.8,43.0
47.26014163,-122.4143413,-47.3,81.0
