Latitude,Longitude,Test Elevation (ft),SPTN
47.6048312,-122.3303108,129.0,37.0
47.6048312,-122.3303108,124.0,114.0
47.60470728,-122.3305022,153.1,5.0
47.60470728,-122.3305022,150.6,5.0
47.60470728,-122.3305022,145.6,15.0
47.60470728,-122.3305022,140.6,26.0
47.60470728,-122.3305022,135.6,49.0
47.60470728,-122.3305022,130.6,66.0
47.60470728,-122.3305022,125.6,49.0
47.60470728,-122.3305022,120.6,97.0
47.60470728,-122.3305022,115.6,160.0
47.60470728,-122.3305022,110.6,93.0
47.60470728,-122.3305022,105.6,117.0
47.60470728,-122.3305022,100.6,260.0
47.60450937,-122.3307073,134.5,27.0
47.60450937,-122.3307073,130.0,9.0
47.60450937,-122.3307073,127.5,7.0
47.60450937,-122.3307073,122.5,23.0
47.60450937,-122.3307073,117.5,32.0
47.60450937,-122.3307073,112.5,54.0
47.60450937,-122.3307073,107.5,58.0
47.60450937,-122.3307073,102.5,31.0
47.60450937,-122.3307073,97.5,46.0
47.60450937,-122.3307073,92.5,45.0
47.60450937,-122.3307073,72.5,200.0
47.60450937,-122.3307073,67.5,126.0
47.60450937,-122.3307073,62.5,115.0
47.63502614,-122.3430718,159.6,6.0
47.63502614,-122.3430718,157.1,5.0
47.63502614,-122.3430718,152.1,8.0
47.63502614,-122.3430718,147.1,29.0
47.63502614,-122.3430718,142.1,24.0
47.63502614,-122.3430718,137.1,43.0
47.63502614,-122.3430718,132.1,49.0
47.63502614,-122.3430718,127.1,47.0
47.63502614,-122.3430718,122.1,24.0
47.63502614,-122.3430718,117.1,28.0
47.63502614,-122.3430718,112.1,25.0
47.63502614,-122.3430718,107.1,26.0
47.63502614,-122.3430718,102.1,27.0
47.63502614,-122.3430718,97.1,29.0
47.63502614,-122.3430718,92.1,26.0
47.63502614,-122.3430718,87.1,29.0
47.63502614,-122.3430718,82.1,52.0
47.63502614,-122.3430718,77.1,62.0
47.63502614,-122.3430718,72.1,50.0
47.63502614,-122.3430718,67.1,89.0
47.63250659,-122.2836989,109.2,4.0
47.63250659,-122.2836989,107.7,8.0
47.63250659,-122.2836989,101.2,12.0
47.63250659,-122.2836989,98.7,12.0
47.63259728,-122.2837215,104.9,8.0
47.63259728,-122.2837215,101.4,8.0
47.63259728,-122.2837215,98.9,23.0
47.57204034,-122.3008244,208.1,20.0
47.59656392,-122.315605,102.1,6.0
47.59656392,-122.315605,99.6,6.0
47.59656392,-122.315605,97.1,15.0
47.59656392,-122.315605,94.6,12.0
47.59656392,-122.315605,92.1,13.0
47.59656392,-122.315605,89.6,11.0
47.59635015,-122.3154848,98.7,15.0
47.59635015,-122.3154848,96.2,36.0
47.59635015,-122.3154848,93.7,49.0
47.59635015,-122.3154848,91.2,46.0
47.59635015,-122.3154848,88.7,27.0
47.59635015,-122.3154848,86.2,22.0
47.59637918,-122.3154087,99.3,10.0
47.59637918,-122.3154087,96.8,13.0
47.59637918,-122.3154087,94.3,28.0
47.59637918,-122.3154087,91.8,10.0
47.59637918,-122.3154087,89.3,23.0
47.59637918,-122.3154087,86.8,57.0
47.59612149,-122.3153113,99.1,17.0
47.59612149,-122.3153113,96.6,18.0
47.59612149,-122.3153113,94.1,10.0
47.59612149,-122.3153113,91.6,8.0
47.59612149,-122.3153113,89.1,15.0
47.59612149,-122.3153113,86.6,10.0
47.61632456,-122.3269416,222.7,3.0
47.61632456,-122.3269416,217.7,2.0
47.61632456,-122.3269416,212.7,9.0
47.61632456,-122.3269416,207.7,44.0
47.61632456,-122.3269416,202.7,41.0
47.61632456,-122.3269416,197.7,41.0
47.61661687,-122.3269404,220.9,35.0
47.61661687,-122.3269404,215.9,29.0
47.61661687,-122.3269404,210.9,39.0
47.61661687,-122.3269404,205.9,48.0
47.61661687,-122.3269404,200.9,45.0
47.64216987,-122.3858396,128.7,10.0
47.64216987,-122.3858396,123.7,22.0
47.64216987,-122.3858396,118.7,24.0
47.64216987,-122.3858396,116.2,26.0
47.64216987,-122.3858396,108.7,30.0
47.64216987,-122.3858396,103.7,35.0
47.64216987,-122.3858396,98.7,46.0
47.64216987,-122.3858396,93.7,36.0
47.64216987,-122.3858396,88.69999999999999,38.0
47.64216987,-122.3858396,83.69999999999999,52.0
47.61488129,-122.337272,91.6,8.0
47.61488129,-122.337272,86.6,11.0
47.61488129,-122.337272,81.6,17.0
47.61488129,-122.337272,76.6,8.0
47.61488129,-122.337272,71.6,23.0
47.61488129,-122.337272,66.6,17.0
47.61488129,-122.337272,61.599999999999994,26.0
47.61488129,-122.337272,56.599999999999994,37.0
47.61488129,-122.337272,51.599999999999994,88.0
47.61488129,-122.337272,36.599999999999994,84.0
47.61488129,-122.337272,31.59999999999999,76.0
47.61488129,-122.337272,31.399999239999993,94.0
47.60738806,-122.3193547,323.6,68.0
47.62424605,-122.28597,191.5,20.0
47.62424605,-122.28597,189.0,20.0
47.62424605,-122.28597,186.5,23.0
47.62424605,-122.28597,184.0,27.0
47.62424605,-122.28597,181.5,30.0
47.62424605,-122.28597,179.0,34.0
47.62424605,-122.28597,174.0,54.0
47.62424605,-122.28597,169.0,77.0
47.62425152,-122.2858618,171.9,13.0
47.62425152,-122.2858618,169.4,21.0
47.62425152,-122.2858618,166.9,22.0
47.62425152,-122.2858618,164.4,30.0
47.62425152,-122.2858618,159.4,27.0
47.62426528,-122.2857714,158.9,8.0
47.62426528,-122.2857714,156.4,14.0
47.62426528,-122.2857714,153.9,12.0
47.62426528,-122.2857714,151.4,15.0
47.62426528,-122.2857714,148.9,23.0
47.62425665,-122.2860239,200.2,24.0
47.62425665,-122.2860239,198.2,36.0
47.62425665,-122.2860239,195.2,88.0
47.62425665,-122.2860239,192.2,90.0
47.62425665,-122.2860239,190.2,81.0
47.62425665,-122.2860239,185.2,90.0
47.62425665,-122.2860239,180.2,85.0
47.62425665,-122.2860239,162.2,100.0
47.62414564,-122.2859371,194.2,13.0
47.62414564,-122.2859371,191.7,22.0
47.62414564,-122.2859371,186.7,23.0
47.62414564,-122.2859371,181.7,35.0
47.62414564,-122.2859371,176.7,60.0
47.62414564,-122.2859371,171.7,44.0
47.62414564,-122.2859371,166.7,59.0
47.62414564,-122.2859371,161.7,69.0
47.62414564,-122.2859371,146.7,92.0
47.62414564,-122.2859371,141.7,81.0
47.62432235,-122.2859303,180.4,9.0
47.62432235,-122.2859303,177.9,11.0
47.62432235,-122.2859303,172.9,10.0
47.62432235,-122.2859303,167.9,45.0
47.62432235,-122.2859303,162.9,56.0
47.62432235,-122.2859303,152.9,79.0
47.62432235,-122.2859303,142.9,68.0
47.62432235,-122.2859303,137.9,63.0
47.62432235,-122.2859303,132.9,89.0
47.62432235,-122.2859303,127.9,73.0
47.62432235,-122.2859303,117.9,77.0
47.62432235,-122.2859303,112.9,74.0
47.62432235,-122.2859303,110.9,76.0
47.61642613,-122.3522993,82.9,23.0
47.61642613,-122.3522993,77.9,17.0
47.61642613,-122.3522993,72.9,21.0
47.61642613,-122.3522993,67.9,54.0
47.61642613,-122.3522993,57.900000000000006,54.0
47.61642613,-122.3522993,52.900000000000006,56.0
47.61642613,-122.3522993,47.900000000000006,45.0
47.61642613,-122.3522993,42.900000000000006,57.0
47.61621163,-122.3523922,74.1,22.0
47.61621163,-122.3523922,69.1,39.0
47.61621163,-122.3523922,64.1,35.0
47.61621163,-122.3523922,49.099999999999994,20.0
47.61621163,-122.3523922,44.099999999999994,68.0
47.65339619,-122.3673265,20.9,6.0
47.65339619,-122.3673265,18.4,20.0
47.65339619,-122.3673265,15.9,65.0
47.65339619,-122.3673265,10.9,85.0
47.65339619,-122.3673265,8.399999999999999,55.0
47.65339619,-122.3673265,5.899999999999999,85.0
47.66217838,-122.2818175,115.4,74.0
47.66217838,-122.2818175,100.4,95.0
47.69121355,-122.3564193,254.1,10.0
47.69121355,-122.3564193,251.6,11.0
47.69121355,-122.3564193,246.6,0.0
47.69121355,-122.3564193,241.6,19.0
47.69121355,-122.3564193,236.6,19.0
47.69121355,-122.3564193,231.6,30.0
47.69121355,-122.3564193,229.1,200.0
47.69095191,-122.3561691,253.7,7.0
47.69095191,-122.3561691,248.7,1.0
47.69095191,-122.3561691,243.7,0.0
47.69095191,-122.3561691,238.7,24.0
47.69095191,-122.3561691,233.7,130.0
47.69095191,-122.3561691,228.7,43.0
47.69123683,-122.3556728,254.4,5.0
47.69123683,-122.3556728,246.9,5.0
47.69123683,-122.3556728,244.4,15.0
47.69123683,-122.3556728,242.9,24.0
47.69123683,-122.3556728,239.4,22.0
47.69123683,-122.3556728,234.4,65.0
47.69123683,-122.3556728,229.4,115.0
47.6909749,-122.3558005,255.6,9.0
47.6909749,-122.3558005,250.6,7.0
47.6909749,-122.3558005,245.6,0.0
47.6909749,-122.3558005,240.6,20.0
47.6909749,-122.3558005,235.6,80.0
47.6431848,-122.4172256,15.3,30.0
47.6431848,-122.4172256,10.3,52.0
47.6431848,-122.4172256,5.300000000000001,70.0
47.6431848,-122.4172256,0.3000000000000007,104.0
47.6431848,-122.4172256,-4.699999999999999,137.0
47.6130463,-122.3310365,171.9,9.0
47.6130463,-122.3310365,166.9,5.0
47.6130463,-122.3310365,161.9,7.0
47.6130463,-122.3310365,156.9,8.0
47.6130463,-122.3310365,151.9,9.0
47.6130463,-122.3310365,146.9,2.0
47.6130463,-122.3310365,141.9,7.0
47.6130463,-122.3310365,136.9,20.0
47.61281837,-122.3311519,170.2,8.0
47.61281837,-122.3311519,165.2,13.0
47.61281837,-122.3311519,160.2,7.0
47.61281837,-122.3311519,155.2,11.0
47.61281837,-122.3311519,150.2,6.0
47.61281837,-122.3311519,145.2,7.0
47.61281837,-122.3311519,140.2,9.0
47.61281837,-122.3311519,135.2,38.0
47.66439933,-122.3587458,237.1,39.0
47.66439933,-122.3587458,232.1,77.0
47.66439933,-122.3587458,227.1,31.0
47.66439933,-122.3587458,222.1,45.0
47.66439933,-122.3587458,217.1,78.0
47.66666847,-122.3606783,160.9,13.0
47.66666847,-122.3606783,155.9,29.0
47.66666847,-122.3606783,150.9,57.0
47.66666847,-122.3606783,145.9,32.0
47.66666847,-122.3606783,140.9,31.0
47.66666847,-122.3606783,135.9,84.0
47.63356333,-122.3849134,12.1,24.0
47.63356333,-122.3849134,9.6,7.0
47.63356333,-122.3849134,7.1,19.0
47.63356333,-122.3849134,4.6,21.0
47.6335502,-122.3842527,12.1,80.0
47.6335502,-122.3842527,9.6,65.0
47.6335502,-122.3842527,7.1,41.0
47.6335502,-122.3842527,4.6,22.0
47.63355539,-122.3839316,12.6,48.0
47.63355539,-122.3839316,10.1,45.0
47.63355539,-122.3839316,7.6,31.0
47.63355539,-122.3839316,5.1,31.0
47.65432014,-122.3754339,57.4,10.0
47.65432014,-122.3754339,53.4,20.0
47.65432014,-122.3754339,49.4,0.0
47.65432014,-122.3754339,46.4,70.0
47.65471193,-122.3751218,54.8,0.0
47.65471193,-122.3751218,50.8,0.0
47.65471193,-122.3751218,47.8,20.0
47.65471193,-122.3751218,44.8,100.0
47.52953157,-122.3280888,13.0,39.0
47.52953157,-122.3280888,10.5,13.0
47.52953157,-122.3280888,8.0,20.0
47.52953157,-122.3280888,5.5,15.0
47.52953157,-122.3280888,-2.0,8.0
47.52953157,-122.3280888,-4.5,18.0
47.52953157,-122.3280888,-9.5,17.0
47.52953157,-122.3280888,-14.5,13.0
47.52953157,-122.3280888,-16.5,31.0
47.52953157,-122.3280888,-19.5,42.0
47.52977614,-122.3272933,10.5,25.0
47.52977614,-122.3272933,8.0,9.0
47.52977614,-122.3272933,5.5,13.0
47.52977614,-122.3272933,3.0,9.0
47.52977614,-122.3272933,0.5,18.0
47.52977614,-122.3272933,-2.0,12.0
47.52977614,-122.3272933,-4.5,24.0
47.52977614,-122.3272933,-7.0,21.0
47.52977614,-122.3272933,-12.0,15.0
47.52977614,-122.3272933,-17.0,32.0
47.52977614,-122.3272933,-22.0,12.0
47.52977614,-122.3272933,-27.0,16.0
47.52977614,-122.3272933,-32.0,35.0
47.52977614,-122.3272933,-37.0,13.0
47.5300191,-122.3254609,10.2,42.0
47.5300191,-122.3254609,7.699999999999999,7.0
47.5300191,-122.3254609,5.199999999999999,2.0
47.5300191,-122.3254609,2.6999999999999993,15.0
47.5300191,-122.3254609,0.1999999999999993,18.0
47.5300191,-122.3254609,-2.3000000000000007,36.0
47.5300191,-122.3254609,-6.800000000000001,43.0
47.5300191,-122.3254609,-11.3,7.0
47.5300191,-122.3254609,-16.3,28.0
47.5300191,-122.3254609,-21.3,10.0
47.5300191,-122.3254609,-26.3,10.0
47.53206434,-122.3253858,12.1,50.0
47.53206434,-122.3253858,10.1,7.0
47.53206434,-122.3253858,7.6,8.0
47.53206434,-122.3253858,5.1,8.0
47.53206434,-122.3253858,2.5999999999999996,6.0
47.53206434,-122.3253858,0.0999999999999996,7.0
47.53206434,-122.3253858,-4.9,20.0
47.53206434,-122.3253858,-9.9,15.0
47.53206434,-122.3253858,-14.9,31.0
47.53206434,-122.3253858,-19.9,24.0
47.53206434,-122.3253858,-24.9,26.0
47.53444919,-122.3252828,9.6,43.0
47.53444919,-122.3252828,7.1,13.0
47.53444919,-122.3252828,4.6,15.0
47.53444919,-122.3252828,2.0999999999999996,4.0
47.53444919,-122.3252828,-0.4000000000000003,22.0
47.53444919,-122.3252828,-2.9000000000000004,30.0
47.53444919,-122.3252828,-5.4,26.0
47.53444919,-122.3252828,-7.9,35.0
47.53444919,-122.3252828,-12.9,25.0
47.53444919,-122.3252828,-17.9,76.0
47.53444919,-122.3252828,-22.9,30.0
47.65741057,-122.3723846,18.2,25.0
47.65741057,-122.3723846,15.7,4.0
47.65741057,-122.3723846,13.2,8.0
47.65741057,-122.3723846,10.7,1.0
47.65741057,-122.3723846,8.2,3.0
47.65741057,-122.3723846,6.699999999999999,0.0
47.65741057,-122.3723846,5.699999999999999,0.0
47.65741057,-122.3723846,2.6999999999999993,0.0
47.65741057,-122.3723846,-1.8000000000000007,2.0
47.65741057,-122.3723846,-7.300000000000001,0.0
47.65741057,-122.3723846,-11.8,3.0
47.65741057,-122.3723846,-17.3,1.0
47.65741057,-122.3723846,-21.8,14.0
47.65741057,-122.3723846,-26.8,29.0
47.65741057,-122.3723846,-31.8,66.0
47.65741057,-122.3723846,-36.8,127.0
47.65745704,-122.3715275,17.5,15.0
47.65745704,-122.3715275,15.0,5.0
47.65745704,-122.3715275,12.5,31.0
47.65745704,-122.3715275,10.0,10.0
47.65745704,-122.3715275,5.0,10.0
47.65745704,-122.3715275,2.5,3.0
47.65745704,-122.3715275,-3.5,0.0
47.65745704,-122.3715275,-7.5,1.0
47.65745704,-122.3715275,-13.5,0.0
47.65745704,-122.3715275,-17.5,1.0
47.65745704,-122.3715275,-22.5,5.0
47.65745704,-122.3715275,-27.5,60.0
47.65745704,-122.3715275,-32.5,51.0
47.65745704,-122.3715275,-37.5,53.0
47.65745704,-122.3715275,-42.5,73.0
47.65721953,-122.370568,18.5,39.0
47.65721953,-122.370568,16.0,80.0
47.65721953,-122.370568,13.5,60.0
47.65721953,-122.370568,11.0,37.0
47.65721953,-122.370568,3.5,16.0
47.65721953,-122.370568,-1.5,4.0
47.65721953,-122.370568,-6.5,0.0
47.65721953,-122.370568,-12.5,0.0
47.65721953,-122.370568,-16.5,8.0
47.65721953,-122.370568,-21.5,5.0
47.65721953,-122.370568,-26.5,0.0
47.65721953,-122.370568,-31.5,8.0
47.65721953,-122.370568,-36.5,53.0
47.65721953,-122.370568,-41.5,89.0
47.65674251,-122.3697013,17.5,11.0
47.65674251,-122.3697013,15.0,24.0
47.65674251,-122.3697013,12.5,89.0
47.65674251,-122.3697013,10.0,68.0
47.65674251,-122.3697013,7.5,50.0
47.65674251,-122.3697013,5.0,40.0
47.65674251,-122.3697013,2.5,3.0
47.65674251,-122.3697013,-3.5,0.0
47.65674251,-122.3697013,-8.5,0.0
47.65674251,-122.3697013,-12.5,2.0
47.65674251,-122.3697013,-17.5,11.0
47.65674251,-122.3697013,-22.5,15.0
47.65674251,-122.3697013,-27.5,6.0
47.65674251,-122.3697013,-37.5,101.0
47.65601144,-122.3705784,17.8,39.0
47.65601144,-122.3705784,15.3,22.0
47.65601144,-122.3705784,12.8,6.0
47.65601144,-122.3705784,10.3,8.0
47.65601144,-122.3705784,7.800000000000001,17.0
47.65601144,-122.3705784,5.300000000000001,7.0
47.65601144,-122.3705784,1.8000000000000007,0.0
47.65601144,-122.3705784,-3.1999999999999993,0.0
47.65601144,-122.3705784,-8.2,1.0
47.65601144,-122.3705784,-13.2,1.0
47.65601144,-122.3705784,-18.2,2.0
47.65601144,-122.3705784,-22.2,6.0
47.65601144,-122.3705784,-27.2,13.0
47.65601144,-122.3705784,-32.2,58.0
47.65601144,-122.3705784,-37.2,40.0
47.65601144,-122.3705784,-42.2,64.0
47.61061327,-122.3259736,319.5,21.0
47.61061327,-122.3259736,314.5,56.0
47.61061327,-122.3259736,309.5,86.0
47.61061327,-122.3259736,304.5,82.0
47.61061327,-122.3259736,299.5,182.0
47.61061327,-122.3259736,294.5,126.0
47.61061327,-122.3259736,289.5,166.0
47.61061327,-122.3259736,284.5,86.0
47.61061327,-122.3259736,279.5,145.0
47.61061327,-122.3259736,274.5,202.0
47.61061327,-122.3259736,269.5,174.0
47.61061327,-122.3259736,264.5,184.0
47.61061327,-122.3259736,254.5,266.0
47.61061327,-122.3259736,249.5,208.0
47.61061327,-122.3259736,244.5,157.0
47.61061327,-122.3259736,239.5,129.0
47.61061327,-122.3259736,234.5,139.0
47.61061327,-122.3259736,229.5,148.0
47.53357548,-122.3350442,14.8,2.0
47.53357548,-122.3350442,9.8,2.0
47.53357548,-122.3350442,4.800000000000001,1.0
47.53357548,-122.3350442,-0.1999999999999993,4.0
47.53357548,-122.3350442,-5.199999999999999,7.0
47.53357548,-122.3350442,-10.2,25.0
47.53357548,-122.3350442,-15.2,11.0
47.53196643,-122.3306682,15.8,21.0
47.53196643,-122.3306682,13.3,13.0
47.53196643,-122.3306682,10.8,24.0
47.53196643,-122.3306682,8.3,12.0
47.53196643,-122.3306682,5.800000000000001,14.0
47.53196643,-122.3306682,3.3000000000000007,24.0
47.53196643,-122.3306682,0.8000000000000007,26.0
47.53196643,-122.3306682,-1.6999999999999993,10.0
47.53196643,-122.3306682,-4.199999999999999,58.0
47.53196643,-122.3306682,-9.2,24.0
47.53196643,-122.3306682,-14.2,64.0
47.53196643,-122.3306682,-19.2,24.0
47.53196643,-122.3306682,-24.2,44.0
47.53196643,-122.3306682,-29.2,43.0
47.54375766,-122.3259503,12.9,14.0
47.54375766,-122.3259503,10.4,6.0
47.54375766,-122.3259503,7.9,3.0
47.54375766,-122.3259503,5.4,2.0
47.54375766,-122.3259503,2.9000000000000004,12.0
47.54375766,-122.3259503,0.4000000000000003,12.0
47.54337385,-122.3273538,10.9,57.0
47.54337385,-122.3273538,8.4,9.0
47.54337385,-122.3273538,5.9,8.0
47.54337385,-122.3273538,0.9000000000000004,14.0
47.54368577,-122.3273469,11.3,46.0
47.54368577,-122.3273469,8.8,8.0
47.54368577,-122.3273469,6.300000000000001,2.0
47.54368577,-122.3273469,3.8000000000000007,2.0
47.54368577,-122.3273469,1.3000000000000007,6.0
47.62473685,-122.3463292,80.0,5.0
47.62473685,-122.3463292,75.0,7.0
47.62473685,-122.3463292,70.0,11.0
47.62473685,-122.3463292,65.0,64.0
47.62473685,-122.3463292,54.5,81.0
47.62546092,-122.3460726,76.4,81.0
47.62546092,-122.3460726,71.4,95.0
47.62465689,-122.3325322,53.9,130.0
47.62465689,-122.3325322,48.9,102.0
47.62465689,-122.3325322,46.4,114.0
47.62465689,-122.3325322,43.9,90.0
47.62465689,-122.3325322,41.4,156.0
47.62465689,-122.3325322,36.4,138.0
47.62465689,-122.3325322,26.4,188.0
47.62465689,-122.3325322,21.4,127.0
47.6248721,-122.3341345,42.5,83.0
47.6248721,-122.3341345,37.5,87.0
47.6248721,-122.3341345,27.5,93.0
47.62520338,-122.3434689,70.9,85.0
47.6255094,-122.3297766,86.0,161.0
47.6255094,-122.3297766,83.5,105.0
47.76157126,-122.1820531,26.3,3.0
47.76157126,-122.1820531,23.8,15.0
47.76157126,-122.1820531,21.3,6.0
47.76157126,-122.1820531,16.3,1.0
47.76157126,-122.1820531,11.3,7.0
47.76157126,-122.1820531,6.300000000000001,0.0
47.76157126,-122.1820531,1.3000000000000007,46.0
47.76157126,-122.1820531,-3.6999999999999993,68.0
47.76157126,-122.1820531,-8.7,49.0
47.76157126,-122.1820531,-13.7,83.0
47.76157126,-122.1820531,-18.7,46.0
47.76188622,-122.1803406,20.5,2.0
47.75848711,-122.1750191,23.5,16.0
47.75848711,-122.1750191,18.5,24.0
47.75848711,-122.1750191,13.5,38.0
47.75848711,-122.1750191,8.5,30.0
47.75848711,-122.1750191,3.5,34.0
47.75848711,-122.1750191,-1.5,26.0
47.75772244,-122.1750691,26.9,6.0
47.75772244,-122.1750691,21.9,29.0
47.75772244,-122.1750691,16.9,45.0
47.75772244,-122.1750691,11.9,35.0
47.75772244,-122.1750691,6.899999999999999,42.0
47.75772244,-122.1750691,3.3999999999999986,36.0
47.75627498,-122.1717766,26.3,8.0
47.75627498,-122.1717766,21.3,27.0
47.75627498,-122.1717766,16.3,40.0
47.75627498,-122.1717766,11.3,37.0
47.75627498,-122.1717766,6.300000000000001,32.0
47.75627498,-122.1717766,2.8000000000000007,37.0
47.75517064,-122.1689485,28.6,6.0
47.75517064,-122.1689485,23.6,12.0
47.75517064,-122.1689485,13.6,32.0
47.75517064,-122.1689485,8.600000000000001,27.0
47.75517064,-122.1689485,3.6000000000000014,31.0
47.7615533,-122.1798524,23.3,4.0
47.7615533,-122.1798524,18.3,2.0
47.7615533,-122.1798524,13.3,1.0
47.7615533,-122.1798524,8.3,3.0
47.7615533,-122.1798524,3.3000000000000007,17.0
47.7615533,-122.1798524,-1.6999999999999993,41.0
47.7615533,-122.1798524,-6.699999999999999,15.0
47.7615533,-122.1798524,-11.7,49.0
47.82851686,-122.2635228,369.8,11.0
47.82851686,-122.2635228,364.8,28.0
47.82851686,-122.2635228,359.8,17.0
47.82851686,-122.2635228,354.8,3.0
47.82851686,-122.2635228,349.8,3.0
47.82869181,-122.2631257,368.5,2.0
47.82869181,-122.2631257,363.5,35.0
47.82869181,-122.2631257,358.5,18.0
47.82869181,-122.2631257,353.5,13.0
47.82869181,-122.2631257,348.5,6.0
47.82869181,-122.2631257,343.5,13.0
47.82869181,-122.2631257,338.5,48.0
47.77251671,-122.1890003,35.1,5.0
47.77251671,-122.1890003,32.6,10.0
47.77251671,-122.1890003,30.1,10.0
47.77251671,-122.1890003,27.6,13.0
47.77251671,-122.1890003,25.1,19.0
47.77251671,-122.1890003,20.1,16.0
47.77251671,-122.1890003,15.1,17.0
47.79213621,-122.2163893,145.7,27.0
47.79213621,-122.2163893,140.7,35.0
47.79213621,-122.2163893,135.7,55.0
47.79213621,-122.2163893,130.7,60.0
47.79213621,-122.2163893,125.7,100.0
47.79191027,-122.217515,146.7,46.0
47.79191027,-122.217515,141.7,62.0
47.79191027,-122.217515,136.7,100.0
47.79191027,-122.217515,131.7,100.0
47.79191027,-122.217515,126.7,100.0
47.79187457,-122.2173528,147.0,38.0
47.79187457,-122.2173528,142.0,47.0
47.79187457,-122.2173528,137.0,80.0
47.79187457,-122.2173528,132.0,46.0
47.79186059,-122.2171376,146.8,45.0
47.79186059,-122.2171376,141.8,57.0
47.79186059,-122.2171376,136.8,61.0
47.79186059,-122.2171376,131.8,100.0
47.79176383,-122.2171147,147.2,46.0
47.79176383,-122.2171147,142.2,100.0
47.79176383,-122.2171147,137.2,42.0
47.79176383,-122.2171147,132.2,69.0
47.76084768,-122.1898911,-3.200000000000003,21.0
47.76084768,-122.1898911,-8.200000000000003,23.0
47.76084768,-122.1898911,-13.200000000000005,25.0
47.76084768,-122.1898911,-18.200000000000003,31.0
47.76084768,-122.1898911,-23.200000000000003,60.0
47.76084768,-122.1898911,-33.2,60.0
47.76131882,-122.1905556,-1.3999999999999986,17.0
47.76131882,-122.1905556,-6.399999999999999,23.0
47.76131882,-122.1905556,-11.4,49.0
47.76131882,-122.1905556,-26.4,56.0
47.76080479,-122.1905533,-1.2999999999999972,21.0
47.76080479,-122.1905533,-6.299999999999997,26.0
47.76080479,-122.1905533,-11.299999999999995,21.0
47.76080479,-122.1905533,-16.299999999999997,31.0
47.76080479,-122.1905533,-21.299999999999997,41.0
47.76192721,-122.1912738,31.4,24.0
47.76192721,-122.1912738,27.9,32.0
47.76192721,-122.1912738,21.4,20.0
47.76192721,-122.1912738,16.4,54.0
47.76192721,-122.1912738,11.4,59.0
47.76192721,-122.1912738,6.399999999999999,56.0
47.76192721,-122.1912738,1.3999999999999986,73.0
47.763744,-122.1913739,23.1,0.0
47.763744,-122.1913739,20.6,1.0
47.763744,-122.1913739,18.1,1.0
47.763744,-122.1913739,13.1,3.0
47.763744,-122.1913739,8.100000000000001,2.0
47.763744,-122.1913739,3.1000000000000014,17.0
47.763744,-122.1913739,-1.8999999999999984,15.0
47.763744,-122.1913739,-11.9,69.0
47.76102625,-122.188732,23.2,0.0
47.76102625,-122.188732,20.7,1.0
47.76102625,-122.188732,18.2,17.0
47.76102625,-122.188732,13.2,19.0
47.76102625,-122.188732,8.2,7.0
47.76102625,-122.188732,3.1999999999999993,53.0
47.76102625,-122.188732,-1.8000000000000007,31.0
47.76102625,-122.188732,-6.800000000000001,21.0
47.76287492,-122.1879436,23.2,0.0
47.76287492,-122.1879436,20.7,1.0
47.76287492,-122.1879436,18.2,1.0
47.76287492,-122.1879436,13.2,2.0
47.76287492,-122.1879436,8.2,30.0
47.76287492,-122.1879436,3.1999999999999993,21.0
47.76287492,-122.1879436,-1.8000000000000007,36.0
47.76182025,-122.1894526,21.2,5.0
47.76182025,-122.1894526,16.2,5.0
47.76182025,-122.1894526,11.2,5.0
47.76182025,-122.1894526,6.199999999999999,55.0
47.76182025,-122.1894526,1.1999999999999993,35.0
47.76182025,-122.1894526,-1.3000000000000007,55.0
47.76182025,-122.1894526,-8.8,84.0
47.76182025,-122.1894526,-13.8,26.0
47.76182025,-122.1894526,-18.8,34.0
47.76182025,-122.1894526,-23.8,19.0
47.76182025,-122.1894526,-28.8,41.0
47.76182025,-122.1894526,-33.8,21.0
47.76182025,-122.1894526,-38.8,30.0
47.76182025,-122.1894526,-43.8,32.0
47.76182025,-122.1894526,-48.8,12.0
47.76172197,-122.1863681,20.5,7.0
47.76172197,-122.1863681,15.5,4.0
47.76172197,-122.1863681,-14.5,33.0
47.76172197,-122.1863681,-19.5,32.0
47.75694356,-122.1884824,31.0,11.0
47.75694356,-122.1884824,26.0,30.0
47.75694356,-122.1884824,21.0,3.0
47.76222005,-122.1700199,169.4,65.0
47.76222005,-122.1700199,129.4,80.0
47.76069632,-122.1706868,74.8,29.0
47.76069632,-122.1706868,64.8,53.0
47.76069632,-122.1706868,54.8,24.0
47.76069632,-122.1706868,44.8,76.0
47.89019979,-122.2386303,502.2,16.0
47.89019979,-122.2386303,499.7,19.0
47.89019979,-122.2386303,497.2,31.0
47.89019979,-122.2386303,494.7,47.0
47.89019979,-122.2386303,492.2,50.0
47.89905359,-122.2915182,537.8,5.0
47.89905359,-122.2915182,532.8,25.0
47.89905359,-122.2915182,527.8,51.0
47.89941759,-122.2912916,539.0,41.0
47.89941759,-122.2912916,534.0,2.0
47.89941759,-122.2912916,530.0,10.0
47.89941759,-122.2912916,529.0,11.0
47.89941759,-122.2912916,524.0,67.0
47.89907046,-122.2915655,538.0,2.0
47.89907046,-122.2915655,537.5,5.0
47.89907046,-122.2915655,537.0,13.0
47.89907046,-122.2915655,536.5,19.0
47.89907046,-122.2915655,536.0,12.0
47.89907046,-122.2915655,535.5,29.0
