Latitude,Longitude,Midpoint Elevation (ft),Lithology
47.61827353,-122.3511076,41.5,Sand
47.61840405,-122.3523855,107.749999994,Sand
47.61840405,-122.3523855,101.4,Clayey silt
47.61840405,-122.3523855,87.15,Clayey silt
47.61840405,-122.3523855,76.9,Silty sand
47.61840405,-122.3523855,61.400000000000006,Silty clay
47.61840405,-122.3523855,47.650000000000006,Silt
47.61841541,-122.3527063,103.35,Fill
47.61841541,-122.3527063,97.6,Gravelly sand
47.61841541,-122.3527063,81.35,Clayey silt
47.61841541,-122.3527063,57.599999999999994,Clayey silt
47.61846839,-122.3517876,106.85,Silty clay
47.61846839,-122.3517876,103.6,Silty sand
47.61846839,-122.3517876,86.35,Clayey silt
47.61846839,-122.3517876,80.6,Sand
47.61846839,-122.3517876,74.35,Sandy silt
47.61846839,-122.3517876,52.349999999999994,Silty clay
47.61800036,-122.3520795,105.65,Silty sand
47.61800036,-122.3520795,94.4,Silty clay
47.61800036,-122.3520795,77.9,Sand
47.61800036,-122.3520795,68.9,Silty clay
47.61800036,-122.3520795,52.900000000000006,Clayey silt
47.61805166,-122.3512662,100.8,Silty sand
47.61805166,-122.3512662,74.3,Clayey silt
47.61778298,-122.3516097,100.25,Silty sand
47.61778298,-122.3516097,79.5,Sand
47.61778298,-122.3516097,59.5,Clayey silt
47.60473339,-122.3334188,94.5,Silt
47.60473339,-122.3334188,82.0,Silty gravel
47.60473339,-122.3334188,74.5,Silt
47.60454684,-122.3332502,96.3,Debris
47.60454684,-122.3332502,91.55,Silt
47.60454684,-122.3332502,80.8,Silt
47.60438809,-122.3335813,83.7,Sand
47.60438809,-122.3335813,76.7,Peat
47.60438809,-122.3335813,67.45,Gravelly sand
47.60438809,-122.3335813,57.45,Silt
47.6044406,-122.3335547,78.5,Sand
47.60448082,-122.3336129,84.1,Sand
47.60448082,-122.3336129,75.35,Silty sand
47.60459626,-122.3197673,324.4,Silty sand
47.60450977,-122.3196873,323.55,Fill
47.60450977,-122.3196873,315.8,Silty sand
47.6042455,-122.3251921,304.599999988,Sand
47.6042455,-122.3251921,277.4,Sand
47.60307465,-122.3241425,292.8999999985,Silty sand
47.60307465,-122.3241425,282.75,Gravel
47.60307465,-122.3241425,272.0,Sand
47.60307465,-122.3241425,262.75,Sandy silt
47.604247,-122.3247462,316.2999999995,Sand
47.604247,-122.3247462,294.35,Gravel
47.604247,-122.3247462,283.35,Sandy gravel
47.604247,-122.3247462,272.85,Silty gravel
47.60378368,-122.3242154,315.049999988,Sandy gravel
47.60378368,-122.3242154,304.85,Sand
47.60378368,-122.3242154,295.35,Sand
47.60378368,-122.3242154,284.1,Silty clay
47.61123914,-122.3303378,202.349999988,Silty sand
47.61123914,-122.3303378,194.4,Sand
47.61123914,-122.3303378,186.65,Clayey sand
47.61123914,-122.3303378,179.4,Sandy silt
47.61123914,-122.3303378,171.9,Silty clay
47.61123914,-122.3303378,163.9,Silty clay
47.61123914,-122.3303378,148.9,Sandy silt
47.61123914,-122.3303378,134.9,Sand
47.61123914,-122.3303378,126.9,Silty sand
47.60998508,-122.3305745,211.249999976,Sandy silt
47.60998508,-122.3305745,201.1,Clayey sand
47.60998508,-122.3305745,196.1,Silty clay
47.60998508,-122.3305745,188.1,Sandy silt
47.60998508,-122.3305745,178.6,Clayey silt
47.61035664,-122.3303116,207.4,Clayey silt
47.61035664,-122.3303116,176.9,Silty clay
47.61083283,-122.3300197,181.5,Silty clay
47.61056,-122.3302821,214.4,Fill
47.61056,-122.3302821,198.4,Silty clay
47.61056,-122.3302821,177.9,Clayey silt
47.60966655,-122.3306042,194.4,Silty sand
47.60966655,-122.3306042,187.15,Silty sand
47.60966655,-122.3306042,173.15,Clayey silt
47.61098076,-122.3302032,214.2,Fill
47.61098076,-122.3302032,201.7,Fill
47.61098076,-122.3302032,181.7,Clayey silt
47.60305494,-122.3247013,295.1,Fill
47.60305494,-122.3247013,282.1,Sand
47.60305494,-122.3247013,275.1,Sand
47.60305494,-122.3247013,267.85,Silty sand
47.60305494,-122.3247013,257.85,Sandy silt
47.60304205,-122.3244739,295.6999999995,Fill
47.60304205,-122.3244739,286.25,Sand
47.60304205,-122.3244739,280.75,Sandy gravel
47.60335942,-122.3246027,309.3999999995,Fill
47.60335942,-122.3246027,305.2,Fill
47.60335942,-122.3246027,293.45,Gravel
47.60409891,-122.3228194,325.45,Silty sand
47.60409891,-122.3228194,321.2,Clayey silt
47.60398147,-122.3224383,321.2,Silty sand
47.60380307,-122.3222741,320.2,Silty sand
47.60380307,-122.3222741,316.45,Silty sand
47.60380307,-122.3222741,311.7,Silty sand
47.60365261,-122.3224271,310.0,Fill
47.60365261,-122.3224271,301.75,Silty sand
47.60551481,-122.3253815,313.3,Fill
47.60551481,-122.3253815,309.05,Silty sand
47.60551481,-122.3253815,300.55,Silty sand
47.60566918,-122.3255044,313.5,Fill
47.60566918,-122.3255044,309.75,Silty sand
47.60566918,-122.3255044,302.75,Silty sand
47.60566585,-122.3251921,314.85,Silty sand
47.60566585,-122.3251921,309.1,Silty sand
47.57655391,-122.3297519,17.45,Fill
47.57655391,-122.3297519,12.95,Fill
47.57655391,-122.3297519,8.7,Silty sand
47.57655391,-122.3297519,-8.3,Sand
47.57655391,-122.3297519,-18.8,Clayey silt
47.57655391,-122.3297519,-24.3,Silty sand
47.57655391,-122.3297519,-28.3,Sand
47.57628629,-122.3295077,17.35,Fill
47.57628629,-122.3295077,11.850000000000001,Fill
47.57628629,-122.3295077,4.850000000000001,Sand
47.57628629,-122.3295077,-8.899999999999999,Sand
47.57628629,-122.3295077,-18.9,Clayey silt
47.57628629,-122.3295077,-23.9,Sand
47.57628629,-122.3295077,-27.9,Sand
47.61032346,-122.3292805,248.7,Fill
47.61032346,-122.3292805,242.7,Fill
47.61032346,-122.3292805,236.7,Fill
47.61032346,-122.3292805,231.7,Fill
47.61032346,-122.3292805,221.2,Silty sand
47.61032346,-122.3292805,206.2,Silty sand
47.61032346,-122.3292805,195.45,Clayey silt
47.60989038,-122.328921,261.6,Fill
47.60989038,-122.328921,255.60000000000002,Silty sand
47.60989038,-122.328921,239.85,Silty sand
47.60989038,-122.328921,229.35,Sand
47.60989038,-122.328921,215.35,Sand
47.61014196,-122.3294892,239.4,Fill
47.61014196,-122.3294892,226.4,Fill
47.61014196,-122.3294892,213.4,Sand
47.61014196,-122.3294892,202.15,Sand
47.61014196,-122.3294892,193.65,Clayey silt
47.61014196,-122.3294892,188.15,Clayey silt
47.6101529,-122.3291409,253.5,Fill
47.6101529,-122.3291409,240.5,Sand
47.6101529,-122.3291409,219.75,Sand
47.6101529,-122.3291409,202.5,Silt
47.6101529,-122.3291409,195.0,Clayey silt
47.6101529,-122.3291409,181.5,Silty clay
47.60995069,-122.3294461,241.5,Fill
47.60995069,-122.3294461,228.5,Silty sand
47.60995069,-122.3294461,211.25,Sand
47.60995069,-122.3294461,192.5,Clayey silt
47.60995069,-122.3294461,185.0,Sand
47.60995069,-122.3294461,178.75,Clayey silt
47.61423011,-122.3103436,402.2,Sand
47.61498668,-122.3103572,419.15,Silty sand
47.61498668,-122.3103572,416.15,Silty sand
47.61498668,-122.3103572,403.15,Sand
47.61444388,-122.3107037,411.2,Silty sand
47.61444388,-122.3107037,395.95,Sand
47.61608521,-122.3070611,372.05,Fill
47.61608521,-122.3070611,358.8,Sand
47.6215266,-122.3122745,415.199999988,Silty sand
47.6215266,-122.3122745,406.0,Sand
47.61945683,-122.3122487,406.1,Silty sand
47.61945683,-122.3122487,395.1,Gravelly sand
47.61993875,-122.3124679,411.9,Gravelly sand
47.61993875,-122.3124679,396.4,Gravelly sand
47.57868338,-122.3525587,7.9,Sand
47.57868338,-122.3525587,0.9000000000000004,Sandy silt
47.57868338,-122.3525587,-10.600000000000001,Sand
47.57868338,-122.3525587,-23.6,Sandy silt
47.57862712,-122.3528202,7.800000000000001,Sand
47.57862712,-122.3528202,0.5500000000000007,Sandy silt
47.57862712,-122.3528202,-16.95,Sand
47.57873055,-122.3528683,9.3,Sand
47.57873055,-122.3528683,4.550000000000001,Sand
47.57873055,-122.3528683,-0.9499999999999993,Sandy silt
47.57873055,-122.3528683,-9.2,Sand
47.57873055,-122.3528683,-18.7,Sandy silt
47.58902893,-122.3096223,108.85,Fill
47.58902893,-122.3096223,99.1,Fill
47.58902893,-122.3096223,83.85,Gravelly silt
47.58898503,-122.3099774,108.9,Sandy silt
47.58898503,-122.3099774,103.9,Gravelly silt
47.58898503,-122.3099774,98.9,Sandy silt
47.58898503,-122.3099774,92.4,Silty sand
47.58893673,-122.3097326,107.150000006,Fill
47.58893673,-122.3097326,98.75,Sandy clay
47.58893673,-122.3097326,94.75,Silty sand
47.53697909,-122.354647,283.2,Fill
47.53697909,-122.354647,269.2,Silt
47.53712995,-122.3546441,285.8,Fill
47.53712995,-122.3546441,274.3,Silt
47.62001035,-122.3119188,379.7,Sand
47.61947309,-122.3119086,395.8,Sand
47.6069511,-122.3122292,292.8,Silty sand
47.56875965,-122.359807,177.2,Sandy silt
47.56982852,-122.3598402,170.9,Sandy silt
47.55637477,-122.2650968,114.25,Fill
47.55637477,-122.2650968,98.75,Fill
47.55637477,-122.2650968,89.5,Silt
47.55637477,-122.2650968,84.5,Silt
47.55637477,-122.2650968,81.0,Silt
47.60595785,-122.3387195,11.149999976,Debris
47.60595785,-122.3387195,3.149999619999999,Fill
47.60595785,-122.3387195,-10.75,Sand
47.60621349,-122.3385053,23.85,Debris
47.60621349,-122.3385053,16.1,Fill
47.60621349,-122.3385053,11.35,Gravelly sand
47.60621349,-122.3385053,7.3500000000000005,Clayey silt
47.6065147,-122.3381833,62.099999904499995,Fill
47.6065147,-122.3381833,55.349999904499995,Fill
47.6065147,-122.3381833,50.0,Silt
47.60688273,-122.339015,38.6,Fill
47.60688273,-122.339015,19.6,Clayey silt
47.60576934,-122.3385022,13.349999994,Fill
47.60576934,-122.3385022,7.5,Fill
47.60576934,-122.3385022,0.75,Fill
47.60576934,-122.3385022,-10.35000038,Fill
47.60576934,-122.3385022,-31.85000038,Silty sand
47.60609765,-122.3376783,49.549999994000004,Fill
47.60609765,-122.3376783,34.45,Silty sand
47.60609765,-122.3376783,19.950000000000003,Fill
47.60609765,-122.3376783,12.200000000000005,Fill
47.60609765,-122.3376783,7.700000000000004,Fill
47.60609765,-122.3376783,2.450000000000003,Silt
47.60670609,-122.3382182,62.400000000000006,Fill
47.60670609,-122.3382182,50.900000000000006,Fill
47.60670609,-122.3382182,41.400000000000006,Sand
47.60670609,-122.3382182,34.150000000000006,Fill
47.60670609,-122.3382182,29.65000000000001,Fill
47.60706604,-122.3385185,66.250000006,Fill
47.60706604,-122.3385185,52.599999999999994,Fill
47.60706604,-122.3385185,37.599999999999994,Clayey silt
47.60706604,-122.3385185,17.349999999999994,Clayey silt
47.60706604,-122.3385185,0.8499999999999943,Silty sand
47.60666244,-122.3395953,19.1,Fill
47.60666244,-122.3395953,7.350000000000001,Fill
47.60666244,-122.3395953,-4.649999999999999,Fill
47.60985417,-122.341676,119.1,Fill
47.60985417,-122.341676,109.6,Sand
47.60968121,-122.3415159,113.8,Fill
47.60968121,-122.3415159,99.3,Clay
47.60977585,-122.3416003,117.25,Fill
47.60977585,-122.3416003,107.75,Silt
47.60977585,-122.3416003,104.5,Clay
47.5681458,-122.3359218,14.2,Sand
47.5681458,-122.3359218,7.199999999999999,Silty sand
47.56747373,-122.3359392,15.100000000000001,Sand
47.56747373,-122.3359392,7.8500000000000005,Silty sand
47.56822629,-122.3362082,11.75,Fill
47.56822629,-122.3362082,5.75,Silty sand
47.56688298,-122.3360162,17.65,Fill
47.56688298,-122.3360162,13.65,Silty sand
47.56688298,-122.3360162,8.899999999999999,Sand
47.56724709,-122.3362272,13.649999999999999,Sand
47.56778908,-122.3362864,10.45,Sand
47.54695731,-122.3513851,308.3,Sand
47.54779251,-122.2667125,334.15,Silty sand
47.54779251,-122.2667125,328.9,Silty sand
47.54779251,-122.2667125,323.9,Silty sand
47.54779251,-122.2667125,317.15,Sand
47.54784145,-122.2669207,334.55,Silty sand
47.54784145,-122.2669207,326.8,Sandy silt
47.54784145,-122.2669207,320.3,Sandy silt
47.54784145,-122.2669207,312.8,Silty sand
47.54790804,-122.266688,326.45,Silty sand
47.54790804,-122.266688,321.2,Silty sand
47.54790804,-122.266688,314.7,Silty sand
47.54794266,-122.2669362,328.15,Sandy silt
47.54794266,-122.2669362,319.9,Silty sand
47.54794266,-122.2669362,314.9,Silty sand
47.54794266,-122.2669362,309.9,Silt
47.51839483,-122.2676468,98.8,Sandy clay
47.51839483,-122.2676468,95.3,Silty sand
47.51839483,-122.2676468,92.8,Sandy silt
47.51839483,-122.2676468,86.8,Silty sand
47.51855894,-122.2678546,95.5,Silty sand
47.51855894,-122.2678546,86.0,Sand
47.6241885,-122.3168912,384.35,Silty sand
47.6241885,-122.3168912,380.85,Clayey sand
47.6241885,-122.3168912,373.1,Sandy silt
47.6241885,-122.3168912,367.6,Silty sand
47.6241885,-122.3168912,361.1,Sand
47.62415403,-122.3169914,383.3,Fill
47.62415403,-122.3169914,373.8,Silty sand
47.57381954,-122.346478,9.4,Silty sand
47.57381954,-122.346478,2.6500000000000004,Silty sand
47.57381954,-122.346478,-15.85,Sand
47.57381954,-122.346478,-35.1,Silt
47.57381954,-122.346478,-39.1,Sand
47.57381954,-122.346478,-50.6,Sand
47.57381954,-122.346478,-75.1,Silty sand
47.57381954,-122.346478,-93.1,Sand
47.57381954,-122.346478,-103.6,Silt
47.57381954,-122.346478,-110.6,Silty sand
47.57501651,-122.3465599,12.9,Sandy gravel
47.57501651,-122.3465599,5.9,Silty sand
47.57501651,-122.3465599,-13.850000000000001,Sand
47.57501651,-122.3465599,-28.85,Silty sand
47.57501651,-122.3465599,-32.6,Sand
47.57501651,-122.3465599,-36.1,Clayey silt
47.57501651,-122.3465599,-38.85,Sandy silt
47.57501651,-122.3465599,-45.1,Silty sand
47.57501651,-122.3465599,-54.6,Sand
47.57501651,-122.3465599,-63.099999999999994,Silt
47.57501651,-122.3465599,-71.1,Silt
47.57501651,-122.3465599,-78.35,Silty sand
47.57501651,-122.3465599,-84.35,Sand
47.57501651,-122.3465599,-99.1,Silty sand
47.57501651,-122.3465599,-113.85,Silt
47.57501651,-122.3465599,-118.1,Silty sand
47.57376643,-122.3467152,12.75,Sandy gravel
47.57376643,-122.3467152,10.5,Gravelly sand
47.57376643,-122.3467152,6.5,Sandy gravel
47.57376643,-122.3467152,2.75,Silty sand
47.57376643,-122.3467152,0.0,Silty gravel
47.57376643,-122.3467152,-9.5,Sand
47.58887793,-122.3184448,267.25,Fill
47.58887793,-122.3184448,262.0,Fill
47.58887793,-122.3184448,257.0,Sand
47.58887793,-122.3184448,252.0,Sand
47.58887793,-122.3184448,247.75,Sand
47.58966107,-122.3174582,296.8,Silty sand
47.58966107,-122.3174582,292.3,Gravelly sand
47.58966107,-122.3174582,287.3,Sand
47.58966107,-122.3174582,282.8,Gravelly sand
47.58929119,-122.3176158,292.6,Gravelly sand
47.58929119,-122.3176158,287.6,Gravelly sand
47.58929119,-122.3176158,278.1,Gravelly sand
47.58919074,-122.3175516,290.5,Silty sand
47.58919074,-122.3175516,280.5,Gravelly sand
47.61174408,-122.3341505,102.7,Undefined
47.61018191,-122.3165843,281.0,Fill
47.61018191,-122.3165843,271.75,Gravelly sand
47.58027597,-122.3140668,275.6,Silty sand
47.58163015,-122.3176102,157.3,Topsoil / vegetation
47.58163015,-122.3176102,153.55,Silty sand
47.58163015,-122.3176102,140.55,Clayey silt
47.58830327,-122.3167878,287.3,Sand
47.58830327,-122.3167878,282.8,Silty sand
47.58830327,-122.3167878,268.3,Gravelly sand
47.58830327,-122.3167878,246.3,Gravelly sand
47.58830327,-122.3167878,229.8,Sand
47.58805246,-122.3170468,260.5,Silty sand
47.58797485,-122.3167482,297.4,Silty clay
47.58797485,-122.3167482,263.4,Silty sand
47.52259093,-122.3142979,22.499999988,Gravel
47.52259093,-122.3142979,16.8,Sand
47.52259093,-122.3142979,10.8,Clayey silt
47.52259093,-122.3142979,1.0500000000000007,Clayey silt
47.52260472,-122.3144684,19.55,Fill
47.52260472,-122.3144684,16.0999999525,Sand
47.52260472,-122.3144684,7.8499999525,Clayey silt
47.61721948,-122.3138313,380.75,Silty sand
47.61721948,-122.3138313,371.25,Silty sand
47.58362989,-122.3534275,4.25,Fill
47.58362989,-122.3534275,-9.75,Sand
47.5835019,-122.3535447,11.000000024,Fill
47.5835019,-122.3535447,3.6500000000000004,Fill
47.5835019,-122.3535447,-4.85,Sand
47.58346746,-122.3532963,4.25,Fill
47.61490548,-122.324016,272.55,Fill
47.61490548,-122.324016,264.55,Gravelly sand
47.61500613,-122.3242425,269.65,Silty sand
47.61500613,-122.3242425,261.4,Gravelly sand
47.61451489,-122.3184756,293.75,Fill
47.61241811,-122.3284197,258.0,Fill
47.61241811,-122.3284197,250.0,Sand
47.61241811,-122.3284197,238.5,Silty sand
47.61272111,-122.3286815,239.45,Fill
47.61272111,-122.3286815,231.2,Sand
47.61272111,-122.3286815,220.2,Sand
47.61272111,-122.3286815,212.2,Silty clay
47.61272111,-122.3286815,206.95,Sand
47.61272111,-122.3286815,200.7,Sand
47.61272111,-122.3286815,196.45,Silty clay
47.61277669,-122.3289835,222.0,Fill
47.61277669,-122.3289835,209.5,Gravelly sand
47.61277669,-122.3289835,205.75,Clayey silt
47.61277669,-122.3289835,200.75,Silty clay
47.61277669,-122.3289835,190.25,Silty clay
47.61287339,-122.3294613,204.649999994,Fill
47.61287339,-122.3294613,198.05,Sand
47.61287339,-122.3294613,193.3,Silty clay
47.61287339,-122.3294613,186.55,Silty clay
47.61312914,-122.3292389,208.3,Fill
47.61312914,-122.3292389,204.8,Silty sand
47.61312914,-122.3292389,194.55,Silty clay
47.61312914,-122.3292389,183.8,Silty clay
47.61298849,-122.3292908,209.550000006,Fill
47.61298849,-122.3292908,201.9,Sand
47.61298849,-122.3292908,189.4,Silty clay
47.61310905,-122.3287719,224.9,Clayey silt
47.61310905,-122.3287719,205.4,Silty clay
47.6126926,-122.3284008,243.35,Sand
47.61291689,-122.3286112,233.3,Sand
47.61291689,-122.3286112,225.3,Sand
47.61291689,-122.3286112,215.8,Silty clay
47.61291689,-122.3286112,210.8,Sandy silt
47.61291689,-122.3286112,206.05,Silty clay
47.61291689,-122.3286112,199.8,Sandy silt
47.61291689,-122.3286112,193.05,Silty clay
47.53964179,-122.3265313,13.100000000000001,Silt
47.53964179,-122.3265313,7.1000000000000005,Sand
47.53964179,-122.3265313,1.6000000000000014,Silty sand
47.53964179,-122.3265313,-21.9,Sand
47.5396157,-122.32732,14.05,Silt
47.5396157,-122.32732,0.5500000000000007,Sand
47.5396157,-122.32732,-14.2,Sand
47.5396157,-122.32732,-30.200000000000003,Sand
47.51097468,-122.2773816,17.25,Fill
47.51097468,-122.2773816,2.75,Sand
47.51048408,-122.2771873,23.900000095499998,Fill
47.51048408,-122.2771873,17.3499999055,Silty sand
47.51048408,-122.2771873,4.899999619999999,Silty sand
47.51023555,-122.2771223,22.750000190499996,Fill
47.51023555,-122.2771223,10.750000190499998,Silty sand
47.51006179,-122.2768292,27.8,Fill
47.51006179,-122.2768292,13.3,Sandy silt
47.50989431,-122.2773821,16.300000095,Fill
47.50989431,-122.2773821,8.350000285,Silt
47.50989431,-122.2773821,-1.049999810000001,Sand
47.51006903,-122.2779707,16.3,Fill
47.51006903,-122.2779707,10.3,Silt
47.51006903,-122.2779707,-0.1999999999999993,Sand
47.51006903,-122.2779707,-18.7,Silt
47.51044397,-122.2776594,15.0,Fill
47.51044397,-122.2776594,-0.75,Silty sand
47.51044397,-122.2776594,-12.5,Sandy silt
47.51044397,-122.2776594,-24.0,Sandy gravel
47.51086515,-122.2780903,14.8,Silty sand
47.51086515,-122.2780903,3.3000000000000007,Silt
47.51086515,-122.2780903,-9.2,Sand
47.51086515,-122.2780903,-20.7,Silt
47.51122865,-122.2796039,22.0,Gravelly sand
47.51122865,-122.2796039,14.5,Silty clay
47.51122865,-122.2796039,10.5,Silty clay
47.51122865,-122.2796039,5.5,Clayey sand
47.51122865,-122.2796039,1.0,Sand
47.54627998,-122.2862394,124.1,Fill
47.54659055,-122.2863713,124.55000000000001,Fill
47.54649126,-122.2862303,127.4,Fill
47.54629145,-122.2863856,127.35,Fill
47.54629145,-122.2863856,119.50000009499999,Silt
47.54629145,-122.2863856,109.399999715,Clay
47.54629145,-122.2863856,99.39999924,Silty sand
47.54629145,-122.2863856,92.74999962,Silt
47.5770725,-122.2967725,47.2,Sandy silt
47.5770725,-122.2967725,40.2,Silt
47.5770725,-122.2967725,23.200000000000003,Clay
47.57693704,-122.2966666,46.8,Silty sand
47.57693704,-122.2966666,39.8,Silt
47.57693704,-122.2966666,30.299999999999997,Clay
47.57689729,-122.2967544,47.9,Sandy silt
47.57689729,-122.2967544,40.4,Silt
47.61623377,-122.2958455,152.349999994,Silty sand
47.61278179,-122.295125,230.499999994,Silt
47.61278179,-122.295125,221.15,Silt
47.61278179,-122.295125,213.15,Sand
47.6166589,-122.3295344,133.9,Silt
47.6166589,-122.3295344,121.9,Silty sand
47.6166589,-122.3295344,108.9,Silty sand
47.6166589,-122.3295344,100.4,Silty sand
47.6166589,-122.3295344,87.15,Silty sand
47.61695941,-122.3297799,146.15,Fill
47.61695941,-122.3297799,133.15,Silt
47.61695941,-122.3297799,116.4,Silty sand
47.61695941,-122.3297799,108.4,Sandy silt
47.61695941,-122.3297799,91.9,Silty sand
47.6165282,-122.3300003,145.5,Fill
47.6165282,-122.3300003,130.0,Silty sand
47.6165282,-122.3300003,118.0,Silty sand
47.6165282,-122.3300003,105.5,Silty sand
47.6165282,-122.3300003,92.5,Silty sand
47.61344067,-122.3279074,246.5,Silty sand
47.61344067,-122.3279074,241.0,Silty sand
47.61344067,-122.3279074,235.75,Sand
47.61347407,-122.3280504,232.85,Silty sand
47.61347407,-122.3280504,224.85,Silty sand
47.61262849,-122.3272429,269.4499999995,Gravelly sand
47.61262849,-122.3272429,262.0,Gravelly sand
47.61262849,-122.3272429,255.0,Silty sand
47.61262849,-122.3272429,248.0,Gravelly sand
47.61229381,-122.326903,288.05,Silty sand
47.61229381,-122.326903,282.05,Sand
47.61229381,-122.326903,266.05,Gravelly sand
47.61250075,-122.3268209,286.0,Fill
47.61250075,-122.3268209,269.0,Gravelly sand
47.6128577,-122.3266141,279.05,Fill
47.6128577,-122.3266141,271.55,Silty sand
47.6128577,-122.3266141,255.3,Gravelly sand
47.61243691,-122.3261699,300.0499999995,Fill
47.61243691,-122.3261699,295.35,Silty sand
47.61243691,-122.3261699,288.1,Sand
47.61253,-122.3258284,310.2499999995,Fill
47.61253,-122.3258284,302.8,Sand
47.61253,-122.3258284,295.05,Gravelly sand
47.61286424,-122.3261967,289.25,Fill
47.61286424,-122.3261967,279.75,Gravelly sand
47.6125184,-122.3258686,308.80000004149997,Fill
47.6125184,-122.3258686,292.49999928249997,Gravelly sand
47.61075547,-122.3246323,326.8,Silty sand
47.61075547,-122.3246323,303.05,Sand
47.61116107,-122.3246462,328.65,Silty sand
47.61116107,-122.3246462,311.9,Sand
47.61109111,-122.3249114,330.8,Fill
47.61109111,-122.3249114,306.55,Sand
47.61123629,-122.3249205,306.1,Sand
47.60715202,-122.3229116,322.6,Gravelly sand
47.60699875,-122.3223671,330.05,Gravelly sand
47.60746009,-122.3221477,336.4,Gravelly sand
47.60700073,-122.3217144,336.049999988,Gravelly sand
47.54242132,-122.3370501,12.8,Fill
47.54242132,-122.3370501,7.050000000000001,Fill
47.54242132,-122.3370501,2.0500000000000007,Silt
47.54242132,-122.3370501,-26.450000000000003,Sand
47.54189503,-122.3382549,12.850000000000001,Fill
47.54189503,-122.3382549,7.3500000000000005,Fill
47.54189503,-122.3382549,1.8500000000000014,Silt
47.54189503,-122.3382549,-21.4,Sand
47.54197412,-122.339671,13.25,Fill
47.54197412,-122.339671,7.0,Fill
47.54197412,-122.339671,1.25,Silt
47.54197412,-122.339671,-6.0,Sand
47.54197412,-122.339671,-22.75,Sand
47.54197412,-122.339671,-42.0,Sand
47.54261925,-122.337887,12.975000000000001,Fill
47.54261925,-122.337887,8.100000000000001,Fill
47.54261925,-122.337887,3.6000000000000014,Silt
47.54261925,-122.337887,-16.4,Sand
47.54211866,-122.3385056,13.449999993999999,Fill
47.54127034,-122.3389178,12.999999994,Fill
47.54221481,-122.337452,13.199999993999999,Fill
47.54221481,-122.337452,8.350000000000001,Fill
47.54221481,-122.337452,2.8500000000000014,Silt
47.54221481,-122.337452,-1.3999999999999986,Sand
47.54224347,-122.3380685,13.050000024,Fill
47.54224347,-122.3380685,9.45,Fill
47.61445747,-122.3356185,103.199999994,Silty sand
47.61445747,-122.3356185,87.6,Fill
47.61445747,-122.3356185,78.6,Silty sand
47.61445747,-122.3356185,71.1,Sand
47.61394361,-122.3348182,112.299999994,Fill
47.61394361,-122.3348182,99.7,Silty sand
47.61394361,-122.3348182,88.7,Sandy silt
47.61394361,-122.3348182,75.45,Silt
47.61394361,-122.3348182,66.95,Silty sand
47.61431191,-122.3358081,104.699999997,Silty sand
47.61431191,-122.3358081,91.4,Silty sand
47.61431191,-122.3358081,80.4,Fill
47.61431191,-122.3358081,75.4,Clayey silt
47.61431191,-122.3358081,65.15,Sand
47.61431191,-122.3358081,54.150000000000006,Silty sand
47.61398649,-122.335578,102.799999994,Silty sand
47.61398649,-122.335578,86.2,Fill
47.61398649,-122.335578,78.45,Clayey silt
47.61398649,-122.335578,70.45,Sand
47.61379058,-122.3353076,103.29999997600001,Fill
47.61379058,-122.3353076,85.9,Silty sand
47.61379058,-122.3353076,73.9,Sand
47.61379058,-122.3353076,63.900000000000006,Silty clay
47.61379058,-122.3353076,55.900000000000006,Silty sand
47.5531546,-122.3392542,5.950000024,Sand
47.5531546,-122.3392542,-10.399999999999999,Sand
47.5531546,-122.3392542,-20.15,Sand
47.55329736,-122.3394171,0.04999999950000067,Gravelly sand
47.55329736,-122.3394171,-20.15,Sand
47.53064633,-122.3336045,16.599999994,Fill
47.53064633,-122.3336045,11.5,Fill
47.53064633,-122.3336045,7.5,Sand
47.58154404,-122.332391,15.149999994,Fill
47.58154404,-122.332391,10.8,Sandy silt
47.58154404,-122.332391,5.300000000000001,Sand
47.58154404,-122.332391,-11.2,Sand
47.58106171,-122.332723,12.5,Fill
47.58106171,-122.332723,4.5,Silty sand
47.58106171,-122.332723,-15.75,Sand
47.58012681,-122.3323667,12.149999999999999,Sand
47.58012681,-122.3323667,-6.850000000000001,Sand
47.58011521,-122.3331038,12.350000000000001,Silty sand
47.58011521,-122.3331038,-6.649999999999999,Sand
47.514762,-122.2832631,81.7,Silty sand
47.514762,-122.2832631,77.45,Silt
47.514762,-122.2832631,72.45,Silt
47.514762,-122.2832631,67.2,Silt
47.514762,-122.2832631,61.95,Silty clay
47.514762,-122.2832631,42.95,Silty clay
47.51420371,-122.2849808,20.5,Silty sand
47.51420371,-122.2849808,15.5,Silty sand
47.51420371,-122.2849808,10.25,Silty sand
47.51420371,-122.2849808,5.75,Sand
47.51362743,-122.2841157,12.0,Fill
47.51405746,-122.2832517,21.6,Silty sand
47.51405746,-122.2832517,16.1,Sandy silt
47.51405746,-122.2832517,11.6,Silty clay
47.51405746,-122.2832517,6.8500000000000005,Silty clay
47.51405746,-122.2832517,2.8500000000000014,Silty clay
47.51309609,-122.290861,15.5,Sand
47.51309609,-122.290861,9.5,Sandy clay
47.51309609,-122.290861,-10.0,Sand
47.51309609,-122.290861,-32.5,Silt
47.51309609,-122.290861,-44.0,Silty sand
47.51309609,-122.290861,-52.5,Clay
47.51333309,-122.2906059,15.899999999999999,Sand
