Borehole ID,Latitude,Longitude,Elevation (ft),In-situ Test #,Test Elevation (ft),SPTN,Layer #,Layer Top Elevation (ft),Layer Bottom Elevation (ft),Soil Description,Lithology,USCS,Density / Consistency
153051,47.46737752,-122.2331701,12.67,5,-9.83,15.0,6,-9.83,-11.33,"Well graded sand layers (3- 4 inches) medium to fine and medium to coarse, wet, medium dense.",Sand,SW,Medium Dense
153052,47.46731308,-122.2332837,12.55,1,10.05,8.0,2,10.05,5.050000000000001,"Silty sand, 25 percent silt, fine to medium sand, tan, dry, loose.",Silty sand,SM,Loose
153052,47.46731308,-122.2332837,12.55,2,5.050000000000001,15.0,3,5.050000000000001,0.05000000000000071,"Well graded sand, medium to coarse, tan, moist, medium dense.",Sand,SW,Medium Dense
153052,47.46731308,-122.2332837,12.55,3,0.05000000000000071,18.0,4,0.05000000000000071,-4.949999999999999,"Well graded sand, layers of medium to coarse and medium to fine, tan and gray, wet, dense",Sand,SW,Medium Dense
153052,47.46731308,-122.2332837,12.55,4,-4.949999999999999,26.0,5,-4.949999999999999,-9.45,"Well graded sand, fine to coarse, gray, wet, medium dense.",Sand,SW,Dense
153053,47.46720887,-122.2330589,10.04,1,7.539999999999999,8.0,1,10.04,2.539999999999999,"Silty sand 20 percent low plast silt, medium to fine sand, mottled, tan and brown, moist, loose.",Silty sand,SM,Loose
153053,47.46720887,-122.2330589,10.04,2,2.539999999999999,14.0,2,2.539999999999999,-2.460000000000001,"Well graded sand with silt, 10 percent medium to fine, tan, moist, medium dense. At 10.5 ft, some wood sticks.",Sand,SW,Medium Dense
153053,47.46720887,-122.2330589,10.04,4,-7.460000000000001,40.0,4,-7.460000000000001,-12.46,"Well graded sand medium to fine, gray.",Sand,SW,Dense
153054,47.46712996,-122.2338667,16.24,1,13.739999999999998,16.0,2,15.739999999999998,8.739999999999998,"Silt, brown, slightly moist, loose with 20-40 percent fine sand, low plasticity, soft to stiff. ",Silt,OL,Very stiff
153054,47.46712996,-122.2338667,16.24,2,8.739999999999998,14.0,3,8.739999999999998,3.7399999999999984,"Sand with silt, fine, poorly graded sand with 5-10 percent no plastticity silt, slightly moist, dark brown, loose to medium dense.",Sand,SP,Medium Dense
153054,47.46712996,-122.2338667,16.24,3,3.7399999999999984,24.0,4,3.7399999999999984,-1.2600000000000016,"Sand, fine-grained, poorly grade sand with less than 5 percent no plasticity silt, wet, black with zones of siltier material ( about 20 percent no plastic silt), loose to low medium dense.",Sand,SW,Medium Dense
153054,47.46712996,-122.2338667,16.24,4,-1.2600000000000016,55.0,5,-1.2600000000000016,-6.260000000000002,"Sand (as above) fine to medium. grained, poorly graded, wet, black medium, dense, 0.5 inch thick, brown silt, loose in sample.",Sand,SW,Very Dense
153054,47.46712996,-122.2338667,16.24,5,-6.260000000000002,30.0,6,-6.260000000000002,-9.760000000000002,"Sand (as above), fine to medium, poorly graded sand, less than 5 percent no plast silt, wet, black, loose to medium dense.",Sand,SP,Dense
153054,47.46712996,-122.2338667,16.24,6,-11.260000000000002,76.0,7,-9.760000000000002,-16.26,"Sand (as above). At 26.7 ft, gravelly sand, fine to medium poorly graded sand with 5-10 percent no plasticity silt, 30-40 percent subrounded gravelup to 1 inch, gray, wet, dense. possible till at 28 ft.",Sand,SP,Very Dense
153054,47.46712996,-122.2338667,16.24,7,-16.26,73.0,8,-16.26,-21.26,"Sand, fine to medium grained, poorly graded, with occasional gravel, wet, dense, black.",Sand,SP,Very Dense
153054,47.46712996,-122.2338667,16.24,11,-31.26,55.0,11,-29.76,-31.76,"Sand, fine to medium, poorly graded sand, black, wet, dense.",Sand,SP,Very Dense
153054,47.46712996,-122.2338667,16.24,13,-42.760000000000005,83.0,14,-42.760000000000005,-47.760000000000005,"Sandy gravel, well graded gravels, gravelly at 62-64 ft, rounded to 1 inch maximum in well graded sand, 10-20 percent no plastic silt, gray, wet, dense.",Sandy gravel,incorrect,
153054,47.46712996,-122.2338667,16.24,14,-47.760000000000005,92.0,15,-47.760000000000005,-52.760000000000005,"Sandy gravel, well graded gravels rounded to 1 inch, in fine to medium sand matrix with 15-25 percent no plastic silt, gray, wet, very dense. gravelly from 64 to 69 ft.",Sandy gravel,incorrect,
153054,47.46712996,-122.2338667,16.24,15,-52.760000000000005,89.0,16,-52.760000000000005,-57.760000000000005,"Sand, fine to medium grained, poorly graded sand, gray, wet, dense. At 69.3 ft, grading to sandy gravel, well graded gravel in well graded sand matrix, subrounded gravels to 1 inch, gray, wet, with 15-25 percent, no plastic, silt, dense.",Sand,SW,Very Dense
153055,47.46676682,-122.2336989,16.9,1,14.399999999999999,8.0,1,16.9,9.399999999999999,"Silty sand, fine grained poorly graded sand with 40-50 percent low plastic silt, zones of silt also present, brown with rust mottle, loose.",Silty sand,SM,Loose
153055,47.46676682,-122.2336989,16.9,2,9.399999999999999,9.0,2,9.399999999999999,4.399999999999999,"Sand, fine grained, poorly graded with trace of silt, wet, gray-black, loose.",Sand,SP,Loose
153055,47.46676682,-122.2336989,16.9,3,4.399999999999999,15.0,3,4.399999999999999,-0.6000000000000014,"Sand, (as above), fine-grained poorly graded with layers of organics at 0.25 inch thick, gray-black, wet, loose to medium dense. At 12.5 ft, 0.25 inch thick wood layer.",Sand,SW,Medium Dense
153055,47.46676682,-122.2336989,16.9,4,-0.6000000000000014,41.0,4,-0.6000000000000014,-5.600000000000001,"Sand, (as above), fined-grained poorly graded with no plastic silt and occasional gravel, gray, wet, medium dense to dense. At 21 ft, gravels. ",Sand,SW,Dense
153055,47.46676682,-122.2336989,16.9,8,-20.6,61.0,8,-20.1,-25.1,"Gravelly sand, well graded sand with well graded gravel to 1 inch ( subrounded) with 10-15 percent: low plastic silt, 1 inch thick sandy silt layer with 0.125 inch thick organic lense noted at 38.5 ft, gray, wet, very dense.",Gravelly sand,incorrect,
153057,47.46672369,-122.2332844,13.16,1,10.66,21.0,1,13.16,5.66,"Sand, poorly graded fine to medium sand with 5-10 percent no plasticity silt, gray-black, wet; medium dense. At 2.7 ft, sand with silt, well graded sand with 5-10 percent no plasticity silt, occasional small gravels, brown with rust mottle, wet, medium dense.",Sand,SW,Medium Dense
153057,47.46672369,-122.2332844,13.16,2,5.66,23.0,2,5.66,0.6600000000000001,"Sand, well graded with occasional small gravels, about 5 percent no plasticity silt, gray, wet, loose to low-medium dense. At 8 ft, sand, poorly graded fine sand with 5-10 percent no plasticity silt, gray, wet, dense.",Sand,SW,Medium Dense
153057,47.46672369,-122.2332844,13.16,3,0.6600000000000001,49.0,3,0.6600000000000001,-4.34,"Sand, (interlayered), fine grained, poorly graded with trace no plastic silt, gray, wet, dense, with sand fine to medium grained, poorly graded with small gravels, trace no plastic silt, gray, wet, dense.",Sand,SP,Dense
153057,47.46672369,-122.2332844,13.16,4,-4.34,37.0,4,-4.34,-9.34,"Gravelly sand, well graded sand with well graded small to medium gravels, subrounded to 0.5 inch, gray wet, dense with 3-5 percent no plastic silt to (sw-sm).",Gravelly sand,incorrect,
153057,47.46672369,-122.2332844,13.16,5,-9.34,56.0,5,-9.34,-14.34,"Sandy gravel, well graded subrounded gravels to 1 inch plus in well graded sand matrix 65 percent g, 30 percent s, silt at 5-15 percent, gray, wet, dense.",Sandy gravel,incorrect,
153058,47.46649212,-122.2334851,19.14,1,16.64,8.0,1,19.14,11.64,"Silt, with sand , low to medium plastic silt with 5-10 percent fine sand, brown, moist, stiff, some roots noted in sample.",Silt,ML,Medium Stiff
153058,47.46649212,-122.2334851,19.14,2,11.64,33.0,2,11.64,6.640000000000001,"Sandy silt, low plastic silt with 15-25 percent fine sand, brown, with rust mottle, moist, dense. At 8.1 ft, silt with sand, low plastic silt with 10-15 percent fine sand, gray with 0.5 inch thick black organics layer noted at 8.3 ft, moist to wet, stiff. ",Sandy silt,ML,Hard
153058,47.46649212,-122.2334851,19.14,3,6.640000000000001,15.0,3,6.640000000000001,1.6400000000000006,"Sand with silt, fine grained poorly graded sand with 10-15 percent no plastic silt, some thin organics layers noted gray, wet, loose to low-medium dense.",Sand,SP,Medium Dense
153058,47.46649212,-122.2334851,19.14,4,1.6400000000000006,34.0,4,1.6400000000000006,-3.3599999999999994,"Sand, fine grained, poorly graded sand with less than 5 percent no plastic silt, dark gray-black, wet, dense.",Sand,SP,Dense
153058,47.46649212,-122.2334851,19.14,5,-3.3599999999999994,31.0,5,-3.3599999999999994,-4.859999999999999,"Sand, fine-grained, poorly graded sand with less than 5 percent no plastic silt, dark gray, wet, dense.",Sand,SP,Dense
153059,47.46631869,-122.2330928,19.65,1,17.15,11.0,1,19.65,12.149999999999999,"Silty sand with roots, fine grained poorly graded sand with 20-35 percent low plastic silt and occasional small gravel, brown, moist, low-medium dense. At 7.7 ft, silty sand as above, fine grained, poorly graded sand with 25-35 percent low plastic silt, occasional gravels at 5-10 , brown, moist, low-medium dense.",Silty sand,SM,Medium Dense
153059,47.46631869,-122.2330928,19.65,2,12.149999999999999,33.0,2,12.149999999999999,7.149999999999999,"Sand, poorly graded fine to medium sand, with 3-5 percent no plastic silt, some occasional wood chips, brown, wet, dense.",Sand,SW,Dense
153059,47.46631869,-122.2330928,19.65,3,7.149999999999999,75.0,3,7.149999999999999,2.1499999999999986,"Sand, as above (SP) to (SP-SM). At 13.1 ft, gravelly sand with silt, well graded sand, with 15- 30 percent well graded gravels to 0.75 inch (subrounded), with no plastic silt, gray, wet, dense, (sw) to (sw-sm).",Sand,SW,Very Dense
153060,47.4660841,-122.2332131,22.39,1,19.89,8.0,1,22.39,14.89,"Sandy silt, low plastic silt, with 30-40 percent fine sand, brown, wet, soft. At 2.8 ft, silty sand, fine grained, poorly graded sand with 15-25 percent no plastic silt, brown, slightly moist, loose.",Sandy silt,ML,Medium Stiff
153060,47.4660841,-122.2332131,22.39,2,14.89,9.0,2,14.89,9.89,"Silty sand as above. At 7.6 sandy silt, low plast silt, with 40-50 percent fine, poorly graded sand, moist to wet, gray stiff to soft.",Silty sand,SM,Loose
153060,47.4660841,-122.2332131,22.39,3,9.89,13.0,3,9.89,3.8900000000000006,"Sandy silt, low plastic silt, with 25-35 percent very fine, poorly graded sand interlayered with clean, poorly graded, fine to medium sand, gray, wet, stiff.",Sandy silt,ML,Stiff
153060,47.4660841,-122.2332131,22.39,4,4.890000000000001,25.0,3,9.89,3.8900000000000006,"Sandy silt, low plastic silt, with 25-35 percent very fine, poorly graded sand interlayered with clean, poorly graded, fine to medium sand, gray, wet, stiff.",Sandy silt,ML,Very stiff
